,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Content Rating,Directors,Genres,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,URL,Year
8578,Julie Taymor,Julie Taymor,William Shakespeare,Helen Mirren,Felicity Jones,Djimon Hounsou,Felicity Jones,Jude Akuwudike,Reeve Carney,David Strathairn,"$20,000,000",PG-13,Julie Taymor,"Comedy, Drama, Fantasy, Romance","$405,861",5.4,43.0,6678,,1,0,3,2,2010-09-11,110.0,The Tempest,http://www.imdb.com/title/tt1274300/,2010
8579,Tran Anh Hung,Tran Anh Hung,Tran Nu Yên-Khê,Man San Lu,Thi Loc Truong,Tran Nu Yên-Khê,Man San Lu,Thi Loc Truong,Anh Hoa Nguyen,Hoa Hoi Vuong,,NOT RATED,Tran Anh Hung,"Drama, Music, Romance","$1,910,763",7.4,,6740,,1,0,2,4,1993-05-01,104.0,M�i du du xanh,http://www.imdb.com/title/tt0107617/,1993
8580,Stanley Donen,John Barry,Martin Amis,John Barry,Farrah Fawcett,Kirk Douglas,Harvey Keitel,Farrah Fawcett,Kirk Douglas,Harvey Keitel,,R,"John Barry, Stanley Donen","Adventure, Horror, Sci-Fi, Thriller",,5.1,,6848,,0,0,5,0,1980-02-15,96.0,Saturn 3,http://www.imdb.com/title/tt0079285/,1980
8581,Costa-Gavras,Donald E. Westlake,Costa-Gavras,José Garcia,Karin Viard,Geordy Monfils,José Garcia,Karin Viard,Geordy Monfils,Christa Théret,,NOT RATED,Costa-Gavras,"Comedy, Crime, Drama, Thriller",,7.4,,6625,"$1,428,352 (France),",0,0,5,1,2005-03-02,117.0,Le couperet,http://www.imdb.com/title/tt0422015/,2005
8582,Irvin Kershner,John Carpenter,David Zelag Goodman,Faye Dunaway,Tommy Lee Jones,Brad Dourif,Faye Dunaway,Tommy Lee Jones,Brad Dourif,Rene Auberjonois,"$7,000,000",R,Irvin Kershner,"Mystery, Thriller","$20,000,000",6.1,,6845,,0,0,1,1,1978-08-02,104.0,Eyes of Laura Mars,http://www.imdb.com/title/tt0077530/,1978
8583,Majid Majidi,Majid Majidi,Hossein Abedini,Zahra Bahrami,Mohammad Amir Naji,Hossein Abedini,Zahra Bahrami,Mohammad Amir Naji,Hossein Mahjoub,Abbas Rahimi,,PG,Majid Majidi,"Drama, Romance","$125,900,",7.8,79.0,6799,,0,0,5,13,2001-01-31,94.0,Baran,http://www.imdb.com/title/tt0233841/,2001
8584,Zach Lipovsky,Tim Carter,Jesse Metcalfe,Meghan Ory,Virginia Madsen,Jesse Metcalfe,Meghan Ory,Virginia Madsen,Keegan Connor Tracy,Aleks Paunovic,,NOT RATED,Zach Lipovsky,"Action, Horror",,5.2,,7003,,0,0,0,0,2015-03-27,118.0,Dead Rising,http://www.imdb.com/title/tt3816458/,2015
8585,Dorian Walker,Robin Menken,Vernon Zimmerman,Robyn Lively,Dan Gauthier,Joshua John Miller,Robyn Lively,Dan Gauthier,Joshua John Miller,Caren Kaye,,PG-13,Dorian Walker,"Comedy, Family, Fantasy, Romance","$27,843",6.2,,6864,,0,0,2,0,1989-04-28,90.0,Teen Witch,http://www.imdb.com/title/tt0098453/,1989
8586,J. Lee Thompson,Brian Garfield,Gail Morgan Hickman,Charles Bronson,Kay Lenz,John P. Ryan,Charles Bronson,Kay Lenz,John P. Ryan,Perry Lopez,"$5,000,000",R,J. Lee Thompson,"Action, Crime, Drama, Thriller","$6,880,310",5.3,46.0,6945,,0,0,0,0,1987-11-06,99.0,Death Wish 4: The Crackdown,http://www.imdb.com/title/tt0092857/,1987
8587,Kevin Smith,Kevin Smith,Lily-Rose Depp,Harley Quinn Smith,Johnny Depp,Lily-Rose Depp,Harley Quinn Smith,Adam Brody,Harley Morenstein,Ashley Greene,"$5,000,000",PG-13,Kevin Smith,"Comedy, Fantasy, Horror, Thriller",,4.3,23.0,8612,,0,0,1,0,2016-01-24,88.0,Yoga Hosers,http://www.imdb.com/title/tt3838992/,2016
8588,Jason Stone,Scott Abramovitch,Michael Redhill,Susan Sarandon,Gil Bellows,Ellen Burstyn,Susan Sarandon,Gil Bellows,Ellen Burstyn,Topher Grace,,R,Jason Stone,"Drama, Thriller",,5.8,46.0,6879,,0,0,4,0,2014-08-05,108.0,The Calling,http://www.imdb.com/title/tt1666335/,2014
8589,Robert Stevenson,Charlotte Brontë,Aldous Huxley,Orson Welles,Joan Fontaine,Margaret O'Brien,Orson Welles,Joan Fontaine,Margaret O'Brien,Peggy Ann Garner,"$1,705,000",APPROVED,Robert Stevenson,"Drama, Romance","$3,815,000",7.6,,6675,,0,0,0,0,1943-12-24,97.0,Jane Eyre,http://www.imdb.com/title/tt0036969/,1943
8590,Lisa Barros D'Sa,Glenn Leyburn,Daragh Carville,Rupert Grint,Robert Sheehan,James Nesbitt,Rupert Grint,Robert Sheehan,James Nesbitt,Niamh Quinn,,NOT RATED,"Lisa Barros D'Sa, Glenn Leyburn","Drama, Thriller",,6.0,,6515,,0,0,1,0,2009-02-08,86.0,Cherrybomb,http://www.imdb.com/title/tt1248971/,2009
8591,Luis Mandoki,Luis Mandoki,Oscar Orlando Torres,Carlos Padilla,Leonor Varela,Xuna Primus,Carlos Padilla,Leonor Varela,Gustavo Muñoz,José María Yazpik,,R,Luis Mandoki,"Drama, Thriller, War","$837,000,",7.9,66.0,6598,"$1,338,000 (Mexico),",0,0,10,13,2004-09-16,120.0,Voces inocentes,http://www.imdb.com/title/tt0387914/,2004
8592,Luis Buñuel,Octave Mirbeau,Luis Buñuel,Jeanne Moreau,Georges Géret,Michel Piccoli,Jeanne Moreau,Georges Géret,Daniel Ivernel,Françoise Lugagne,,NOT RATED,Luis Bu�uel,"Crime, Drama","$17,754,",7.6,,6842,,0,0,1,1,1964-03-04,97.0,Le journal d'une femme de chambre,http://www.imdb.com/title/tt0058249/,1964
8593,Maxim Korostyshevsky,Alexandre Coscas,Robert Crombie,Christian Slater,Sean Bean,Ving Rhames,Christian Slater,Sean Bean,Ving Rhames,Dominic Monaghan,"$8,000,000",R,Maxim Korostyshevsky,"Action, Thriller","$38,842,",4.3,19.0,6541,,0,0,0,0,2012-06-07,94.0,Soldiers of Fortune,http://www.imdb.com/title/tt1678051/,2012
8594,Roman Polanski,John Brownjohn,Gérard Brach,Walter Matthau,Cris Campion,Damien Thomas,Walter Matthau,Cris Campion,Damien Thomas,Olu Jacobs,"$40,000,000",PG-13,Roman Polanski,"Adventure, Comedy, Family","$1,641,825",6.1,,6697,,1,0,1,2,1986-05-08,121.0,Pirates,http://www.imdb.com/title/tt0091757/,1986
8595,Daniel Lee,Daniel Lee,Abe Kwong,Donnie Yen,Wei Zhao,Chun Wu,Donnie Yen,Wei Zhao,Chun Wu,Sammo Kam-Bo Hung,"$20,000,000",R,Daniel Lee,"Action, History, Thriller",,6.4,50.0,6687,,0,0,4,2,2010-02-04,114.0,Jin yi wei,http://www.imdb.com/title/tt1442571/,2010
8596,Aleksandr Rogozhkin,Aleksandr Rogozhkin,Anni-Kristiina Juuso,Ville Haapasalo,Viktor Bychkov,Anni-Kristiina Juuso,Ville Haapasalo,Viktor Bychkov,Mikhail Korobochkin,Aleksey Kashnikov,"$4,000,000",PG-13,Aleksandr Rogozhkin,"Drama, War, Comedy","$243,187,",7.9,69.0,6600,,0,0,9,22,2002-06-26,99.0,Kukushka,http://www.imdb.com/title/tt0308476/,2002
8597,Benoît Jacquot,Benoît Jacquot,Gilles Taurand,Léa Seydoux,Diane Kruger,Virginie Ledoyen,Léa Seydoux,Diane Kruger,Virginie Ledoyen,Noémie Lvovsky,,R,Beno�t Jacquot,"Drama, History, Romance","$72,100,",6.3,67.0,6906,"€851,062 (France),",0,0,12,6,2012-02-09,100.0,Les adieux � la reine,http://www.imdb.com/title/tt1753813/,2012
8598,Israel Horovitz,Israel Horovitz,Israel Horovitz,Kevin Kline,Kristin Scott Thomas,Maggie Smith,Kevin Kline,Michel Burstin,Elie Wajeman,Maggie Smith,"$5,000,000",PG-13,Israel Horovitz,"Drama, Romance","$4,011,530,",6.4,52.0,7054,,0,0,1,1,2014-09-10,107.0,My Old Lady,http://www.imdb.com/title/tt2908856/,2014
8599,Tony Gatlif,Tony Gatlif,Kits Hilaire,Romain Duris,Rona Hartner,Izidor Serban,Romain Duris,Rona Hartner,Izidor Serban,Ovidiu Balan,,UNRATED,Tony Gatlif,"Comedy, Drama, Music, Romance","$673,153,",7.7,,6622,,0,0,5,9,1997-08-10,102.0,Gadjo dilo,http://www.imdb.com/title/tt0122082/,1997
8600,Andrew Erwin,Jon Erwin,Jon Erwin,Theresa Preston,Rachel Hendrix,Jason Burkey,John Schneider,Rachel Hendrix,Jason Burkey,John Schneider,"$1,000,000",PG-13,"Jon Erwin, Andrew Erwin",Drama,"$5,355,847,",6.8,32.0,6596,,0,0,1,2,2011-10-28,107.0,October Baby,http://www.imdb.com/title/tt1720182/,2011
8601,Frank Henenlotter,Frank Henenlotter,Rick Hearst,Gordon MacDonald,Jennifer Lowry,Rick Hearst,Gordon MacDonald,Jennifer Lowry,Theo Barnes,Lucille Saint-Peter,"$900,000",R,Frank Henenlotter,"Comedy, Horror",,6.7,,7063,,0,0,0,0,1988-01-01,84.0,Brain Damage,http://www.imdb.com/title/tt0094793/,1988
8602,Christian Alvart,Christian Alvart,Norman Reedus,Christian von Aster,André Hennicke,Norman Reedus,Christian von Aster,André Hennicke,Waltraud Witte,Konstantin Graudus,"€1,900,000",NOT RATED,Christian Alvart,"Crime, Drama, Thriller",,7.1,57.0,6555,,0,0,0,9,2005-04-24,127.0,Antik�rper,http://www.imdb.com/title/tt0337573/,2005
8603,Colin Brady,Christopher Reeve,Robert Kurtz,Jeff Hand,Jake T. Austin,Brian Dennehy,Whoopi Goldberg,Ritchie Allen,Jake T. Austin,Cherise Boothe,"$35,000,000",G,"Christopher Reeve, Colin Brady, Dan St. Pierre","Animation, Adventure, Comedy, Family, Sport","$14,522,427,",5.8,51.0,6779,,0,0,0,0,2006-09-15,87.0,Everyone's Hero,http://www.imdb.com/title/tt0430779/,2006
8604,Jacob Gentry,Jacob Gentry,Jacob Gentry,Chad McKnight,Brianne Davis,AJ Bowen,Chad McKnight,Brianne Davis,AJ Bowen,Scott Poythress,,R,Jacob Gentry,"Drama, Mystery, Romance, Sci-Fi","$4,267,",5.5,39.0,8044,,0,0,1,1,2015-07-22,101.0,Synchronicity,http://www.imdb.com/title/tt2049543/,2015
8605,Vera Chytilová,Vera Chytilová,Vera Chytilová,Ivana Karbanová,Jitka Cerhová,Marie Cesková,Ivana Karbanová,Jitka Cerhová,Marie Cesková,Jirina Myskova,,NR,Vera Chytilov�,"Comedy, Drama",,7.4,,7027,,0,0,0,1,1966-12-30,74.0,Sedmikr�sky,http://www.imdb.com/title/tt0060959/,1966
8606,Tarik Saleh,Fredrik Edin,Fredrik Edin,Vincent Gallo,Juliette Lewis,Udo Kier,Vincent Gallo,Juliette Lewis,Udo Kier,Stellan Skarsgård,"SEK 32,000,000",TV-14,Tarik Saleh,"Animation, Drama, Mystery, Sci-Fi, Thriller",,6.3,47.0,6628,,0,0,6,3,2009-09-03,86.0,Metropia,http://www.imdb.com/title/tt0985058/,2009
8607,Irwin Winkler,Irwin Winkler,Robert De Niro,Annette Bening,George Wendt,Robert De Niro,Annette Bening,George Wendt,Patricia Wettig,Sam Wanamaker,,PG-13,Irwin Winkler,Drama,"$9,480,198",6.5,64.0,6720,,0,0,2,2,1991-03-15,105.0,Guilty by Suspicion,http://www.imdb.com/title/tt0101984/,1991
8608,Gordon Hessler,Brian Clemens,Brian Clemens,John Phillip Law,Caroline Munro,Tom Baker,John Phillip Law,Caroline Munro,Tom Baker,Douglas Wilmer,"$982,351",G,Gordon Hessler,"Action, Adventure, Fantasy",,6.8,,6774,,0,0,0,3,1973-12-20,105.0,The Golden Voyage of Sinbad,http://www.imdb.com/title/tt0071569/,1973
8609,Alexander Bulkley,Alexander Bulkley,Kelly Bulkley,Justin Chambers,Robin Tunney,Rory Culkin,Justin Chambers,Robin Tunney,Rory Culkin,William Mapother,"$1,000,000",R,Alexander Bulkley,"Crime, Drama, Horror, Mystery, Thriller","$44,785,",5.4,21.0,6514,,0,0,0,0,2005-07-31,92.0,The Zodiac,http://www.imdb.com/title/tt0371739/,2005
8610,Herbert Ross,Ian Abrams,Kathleen Turner,Dennis Quaid,Fiona Shaw,Kathleen Turner,Dennis Quaid,Fiona Shaw,Stanley Tucci,Larry Miller,,PG-13,Herbert Ross,"Comedy, Crime","$12,416,686",6.0,,6603,,0,0,0,0,1993-09-10,90.0,Undercover Blues,http://www.imdb.com/title/tt0108442/,1993
8611,Alfred Hitchcock,Campbell Dixon,W. Somerset Maugham,John Gielgud,Madeleine Carroll,Robert Young,Madeleine Carroll,Peter Lorre,John Gielgud,Robert Young,,UNRATED,Alfred Hitchcock,"Mystery, Thriller",,6.6,,6674,,0,0,0,1,1936-05-01,86.0,Secret Agent,http://www.imdb.com/title/tt0028231/,1936
8612,Clint Eastwood,Clancy Carlile,Clancy Carlile,Clint Eastwood,Kyle Eastwood,John McIntire,Clint Eastwood,Kyle Eastwood,John McIntire,Alexa Kenin,"$2,000,000",PG,Clint Eastwood,"Comedy, Drama, Music, Western","$4,484,991",6.6,,6666,,0,0,1,0,1982-12-15,122.0,Honkytonk Man,http://www.imdb.com/title/tt0084088/,1982
8613,Rob Pearlstein,Rob Pearlstein,Tyler Labine,Damon Wayans Jr.,Hayes MacArthur,Tyler Labine,Damon Wayans Jr.,Hayes MacArthur,Thomas Middleditch,Amanda Lund,,NOT RATED,Rob Pearlstein,Comedy,,5.9,52.0,6614,,0,0,0,0,2014-02-07,87.0,Someone Marry Barry,http://www.imdb.com/title/tt1978532/,2014
8614,Alison Maclean,Denis Johnson,Elizabeth Cuthrell,Billy Crudup,Robert Michael Kelly,Torben Brooks,Billy Crudup,Robert Michael Kelly,Torben Brooks,Dierdre Lewis,"$2,500,000",R,Alison Maclean,Drama,"$1,282,084,",7.0,76.0,6473,,0,0,7,4,1999-09-05,107.0,Jesus' Son,http://www.imdb.com/title/tt0186253/,1999
8615,Peter Flinth,Jan Guillou,Hans Gunnarsson,Joakim Nätterqvist,Sofia Helin,Stellan Skarsgård,Joakim Nätterqvist,Sofia Helin,Stellan Skarsgård,Bibi Andersson,"SEK 210,000,000",NR,Peter Flinth,"Action, Adventure, Drama, Romance, War",,6.6,,6656,,0,0,1,1,2008-08-22,128.0,Arn: Riket vid v�gens slut,http://www.imdb.com/title/tt0950739/,2008
8616,Michael Thelin,Richard Raymond Harry Herbeck,Richard Raymond Harry Herbeck,Sarah Bolger,Carly Adams,Elisha Ali,Carly Adams,Elisha Ali,Tyler Aser,Carl Bailey,,NOT RATED,Michael Thelin,"Horror, Thriller",,5.4,62.0,8617,,0,0,3,0,2015-04-22,80.0,Emelie,http://www.imdb.com/title/tt4503598/,2015
8617,John Cassavetes,John Cassavetes,Gena Rowlands,Buck Henry,Julie Carmen,Julie Carmen,Tony Knesich,Gregory Cleghorne,Buck Henry,John Adames,,PG,John Cassavetes,"Crime, Drama, Thriller",,7.1,,6718,,1,0,2,4,1980-09-05,123.0,Gloria,http://www.imdb.com/title/tt0080798/,1980
8618,Matty Beckerman,Robert Lewis,Katherine Sigismund,Corey Eid,Riley Polanski,Katherine Sigismund,Corey Eid,Riley Polanski,Jillian Clare,Jeff Bowser,,NOT RATED,Matty Beckerman,"Horror, Sci-Fi, Thriller",,4.9,47.0,6801,,0,0,1,0,2014-04-04,85.0,Alien Abduction,http://www.imdb.com/title/tt2510434/,2014
8619,Kevin Reynolds,Kevin Reynolds,Kevin Costner,Judd Nelson,Sam Robards,Kevin Costner,Judd Nelson,Sam Robards,Chuck Bush,Brian Cesak,,PG,Kevin Reynolds,"Comedy, Drama","$91,666",6.7,,6544,,0,0,0,0,1985-01-25,91.0,Fandango,http://www.imdb.com/title/tt0089126/,1985
8620,Murali K. Thalluri,Murali K. Thalluri,Teresa Palmer,Frank Sweet,Sam Harris,Teresa Palmer,Frank Sweet,Sam Harris,Charles Baird,Joel Mackenzie,"AUD 1,000,000",NR,Murali K. Thalluri,Drama,,6.9,,6532,"AUD 436,247 (Australia),",0,0,4,1,2006-05-26,95.0,2:37,http://www.imdb.com/title/tt0472582/,2006
8621,Stephen Chow,Lik-Chi Lee,Stephen Chow,Man Sang Lo,Stephen Chow,Karen Mok,Nancy Sit,Stephen Chow,Karen Mok,Nancy Sit,,NR,"Lik-Chi Lee, Stephen Chow","Action, Comedy, Fantasy",,7.4,,6840,,0,0,2,0,1996-12-21,95.0,Sik san,http://www.imdb.com/title/tt0116426/,1996
8622,Boaz Davidson,Boaz Davidson,Lawrence Monoson,Diane Franklin,Steve Antin,Lawrence Monoson,Diane Franklin,Steve Antin,Joe Rubbo,Louisa Moritz,,R,Boaz Davidson,"Comedy, Drama, Romance","$5,829,781",6.2,,6643,,0,0,0,0,1982-06-26,92.0,The Last American Virgin,http://www.imdb.com/title/tt0084234/,1982
8623,Toshiyuki Kubooka,Kentaro Miura,Ichirô Ôkouchi,Hiroaki Iwanaga,Carrie Keranen,Takahiro Sakurai,Hiroaki Iwanaga,Carrie Keranen,Takahiro Sakurai,Kevin T. Collins,,TV-MA,Toshiyuki Kubooka,"Animation, Action, Adventure, Drama, Fantasy, Horror, War",,7.7,,7516,,0,0,3,3,2012-02-04,76.0,Beruseruku: Ougon jidai-hen I - Haou no tamago,http://www.imdb.com/title/tt2210479/,2012
8624,Lindsay Anderson,David Sherwin,Malcolm McDowell,Malcolm McDowell,Ralph Richardson,Rachel Roberts,Malcolm McDowell,Ralph Richardson,Rachel Roberts,Arthur Lowe,,R,Lindsay Anderson,"Comedy, Drama, Fantasy, Music",,7.8,,6569,,0,0,1,3,1973-05-03,178.0,O Lucky Man!,http://www.imdb.com/title/tt0070464/,1973
8625,Peter Bogdanovich,Peter Bogdanovich,Polly Platt,Tim O'Kelly,Boris Karloff,Nancy Hsueh,Boris Karloff,Tim O'Kelly,Nancy Hsueh,James Brown,"$130,000",R,Peter Bogdanovich,Thriller,,7.4,,6691,,0,0,0,1,1968-06-01,90.0,Targets,http://www.imdb.com/title/tt0063671/,1968
8626,Sam Firstenberg,Gary Conway,Gary Conway,Michael Dudikoff,Steve James,Larry Poindexter,Michael Dudikoff,Steve James,Larry Poindexter,Gary Conway,"$350,000",R,Sam Firstenberg,"Action, Drama","$4,000,000",4.8,,6715,,0,0,0,0,1987-05-01,90.0,American Ninja 2: The Confrontation,http://www.imdb.com/title/tt0092548/,1987
8627,K.S. Ravikumar,Kamal Haasan,Kamal Haasan,Kamal Haasan,Asin,Mallika Sherawat,Kamal Haasan,Asin,Mallika Sherawat,Napolean,"INR 600,000,000",NOT RATED,K.S. Ravikumar,"Action, Adventure, Sci-Fi, Thriller","$57,058,000,",7.2,,7166,"INR 300,000,000 (India),",0,0,5,2,2008-06-12,189.0,Dasavatharam,http://www.imdb.com/title/tt0479651/,2008
8628,John Singleton,Gregory Poirier,Jon Voight,Ving Rhames,Don Cheadle,Jon Voight,Ving Rhames,Don Cheadle,Bruce McGill,Loren Dean,"$25,000,000",R,John Singleton,"Action, Drama, History","$13,104,494,",7.2,71.0,6580,,0,0,10,3,1997-02-21,140.0,Rosewood,http://www.imdb.com/title/tt0120036/,1997
8629,Rowan Woods,Roy Freirich,Kate Beckinsale,Forest Whitaker,Guy Pearce,Kate Beckinsale,Forest Whitaker,Guy Pearce,Dakota Fanning,Jeanne Tripplehorn,,R,Rowan Woods,"Crime, Drama",,5.7,,6493,,0,0,0,0,2008-06-24,100.0,Winged Creatures,http://www.imdb.com/title/tt0948547/,2008
8630,Christoffer Boe,Christoffer Boe,Mogens Rukov,Nikolaj Lie Kaas,Maria Bonnevie,Krister Henriksson,Klaus Mulbjerg,Nikolaj Lie Kaas,Maria Bonnevie,Krister Henriksson,,PG-13,Christoffer Boe,"Drama, Romance","$72,762,",7.4,60.0,6548,,0,0,11,12,2003-05-18,92.0,Reconstruction,http://www.imdb.com/title/tt0366943/,2003
8631,Joshua Logan,Paul Osborn,Richard Rodgers,Rossano Brazzi,Mitzi Gaynor,John Kerr,Rossano Brazzi,Mitzi Gaynor,John Kerr,Ray Walston,"$6,000,000",UNRATED,Joshua Logan,"Musical, Romance, War","$36,800,000,",6.9,,6682,,0,1,10,0,1958-03-19,157.0,South Pacific,http://www.imdb.com/title/tt0052225/,1958
8632,Kim Farrant,Michael Kinirons,Fiona Seres,Nicole Kidman,Joseph Fiennes,Hugo Weaving,Nicole Kidman,Joseph Fiennes,Hugo Weaving,Lisa Flanagan,"$10,000,000",R,Kim Farrant,"Drama, Mystery, Thriller","$17,472,",5.2,42.0,7009,,0,0,6,1,2015-01-23,112.0,Strangerland,http://www.imdb.com/title/tt2325977/,2015
8633,Sidney Lumet,Morton S. Fine,David Friedkin,Rod Steiger,Geraldine Fitzgerald,Brock Peters,Rod Steiger,Geraldine Fitzgerald,Brock Peters,Jaime Sánchez,"$930,000",APPROVED,Sidney Lumet,Drama,,7.8,,6710,,1,0,8,6,1964-06-01,116.0,The Pawnbroker,http://www.imdb.com/title/tt0059575/,1964
8634,Irving Reis,Sidney Sheldon,Cary Grant,Myrna Loy,Shirley Temple,Cary Grant,Myrna Loy,Shirley Temple,Rudy Vallee,Ray Collins,,APPROVED,Irving Reis,"Comedy, Romance",,7.3,,6644,,0,1,0,0,1947-07-24,95.0,The Bachelor and the Bobby-Soxer,http://www.imdb.com/title/tt0039169/,1947
8635,Bruce Beresford,Christina Mengert,Joseph Muszynski,Jane Fonda,Catherine Keener,Elizabeth Olsen,Kyle MacLachlan,Catherine Keener,Joseph Dunn,Ann Osmond,,R,Bruce Beresford,"Comedy, Drama, Music, Romance","$539,896,",5.9,45.0,6881,,0,0,0,1,2011-09-13,96.0,"Peace, Love & Misunderstanding",http://www.imdb.com/title/tt1649780/,2011
8636,Luis Estrada,Luis Estrada,Luis Estrada,Damián Alcázar,Joaquín Cosio,Ernesto Gómez Cruz,Damián Alcázar,Joaquín Cosio,Ernesto Gómez Cruz,María Rojo,,NC-17,Luis Estrada,"Action, Comedy, Crime, Drama",,7.8,,6677,,0,0,7,27,2010-09-03,145.0,El infierno,http://www.imdb.com/title/tt1692190/,2010
8637,Bob Misiorowski,Boaz Davidson,Jace Anderson,Jean-Claude Van Damme,Tomas Arana,Laura Harring,Jean-Claude Van Damme,Tomas Arana,Laura Harring,Susan Gibney,"$18,000,000",R,Bob Misiorowski,"Action, Thriller",,3.9,,6528,,0,0,0,0,2002-08-28,89.0,Derailed,http://www.imdb.com/title/tt0298296/,2002
8638,George Armitage,Charles Willeford,George Armitage,Fred Ward,Alec Baldwin,Jennifer Jason Leigh,Alec Baldwin,Cecilia Pérez-Cervera,Georgie Cranford,Edward Saxon,,R,George Armitage,"Comedy, Crime, Drama, Thriller","$9,888,167",6.4,,6616,,0,0,2,2,1990-04-20,97.0,Miami Blues,http://www.imdb.com/title/tt0100143/,1990
8639,Tony Krantz,Erik Jendresen,Antonio Banderas,Thomas Kretschmann,William Fichtner,Antonio Banderas,Thomas Kretschmann,William Fichtner,Sienna Guillory,Delroy Lindo,"$17,000,000",R,Tony Krantz,"Action, Mystery, Thriller",,5.5,25.0,6465,,0,0,0,0,2010-11-03,101.0,The Big Bang,http://www.imdb.com/title/tt1307873/,2010
8640,Bill Rebane,Herschell Gordon Lewis,Jeff Smith,Dok Stanford,Philip Morton,June Travis,George Perry,Philip Morton,June Travis,George Perry,,TV-PG,"Bill Rebane, Herschell Gordon Lewis","Horror, Sci-Fi",,2.3,,6419,,0,0,0,0,1965-07-01,70.0,Monster a-Go Go,http://www.imdb.com/title/tt0059464/,1965
8641,Sabir Khan,Sanjeev Dutta,Tiger Shroff,Kriti Sanon,Parth Akerkar,Tiger Shroff,Kriti Sanon,Parth Akerkar,Anuradha Chandan,Karan Chhabra,,NOT RATED,Sabir Khan,"Action, Romance","$63,051,",5.4,,6632,,0,0,11,3,2014-05-22,146.0,Heropanti,http://www.imdb.com/title/tt3142232/,2014
8642,Scott Kalvert,Paul Kimatian,Christopher Gambale,Stephen Dorff,Brad Renfro,Fairuza Balk,Stephen Dorff,Brad Renfro,Fairuza Balk,Norman Reedus,"$10,000,000",R,Scott Kalvert,"Action, Crime, Drama","$6,044,618,",5.6,16.0,6452,,0,0,1,1,2002-05-03,96.0,Deuces Wild,http://www.imdb.com/title/tt0231448/,2002
8643,Paul Feig,Anne Holm,Paul Feig,Ben Tibber,Jim Caviezel,Joan Plowright,Ben Tibber,Jim Caviezel,Hristo Shopov,Roberto Attias,,PG,Paul Feig,Drama,"$284,002,",7.3,47.0,6577,,0,0,1,8,2003-05-15,90.0,I Am David,http://www.imdb.com/title/tt0327919/,2003
8644,Michael Mayer,Mark Rosenthal,Lawrence Konner,Alison Lohman,Tim McGraw,Maria Bello,Tim McGraw,Maria Bello,Alison Lohman,Ryan Kwanten,"$15,000,000",PG,Michael Mayer,"Adventure, Drama, Family","$20,998,709,",6.2,57.0,6573,,0,0,3,0,2006-10-19,95.0,Flicka,http://www.imdb.com/title/tt0434215/,2006
8645,Arthur Hiller,Jill Mazursky,J.J. Abrams,Jim Belushi,Charles Grodin,Anne De Salvo,Jim Belushi,Charles Grodin,Anne De Salvo,Loryn Locklin,,R,Arthur Hiller,Comedy,"$20,005,435",6.4,,6674,,0,0,0,0,1990-08-17,108.0,Taking Care of Business,http://www.imdb.com/title/tt0103035/,1990
8646,Tyler Perry,Tyler Perry,Tyler Perry,Tyler Perry,Loretta Devine,Shad Moss,Tyler Perry,Loretta Devine,Cassi Davis,Shannon Kane,"$25,000,000",PG-13,Tyler Perry,"Comedy, Drama","$54,161,287",4.6,45.0,6572,,0,0,1,1,2011-04-22,106.0,Madea's Big Happy Family,http://www.imdb.com/title/tt1787759/,2011
8647,Henry Hathaway,Jerome Cady,Jay Dratler,James Stewart,Richard Conte,Lee J. Cobb,James Stewart,Richard Conte,Lee J. Cobb,Helen Walker,,APPROVED,Henry Hathaway,"Drama, Film-Noir",,7.4,,6824,,0,0,2,1,1948-02-13,112.0,Call Northside 777,http://www.imdb.com/title/tt0040202/,1948
8648,Chris Nelson,Alan Yang,Nicholas Braun,Hunter Cope,Dakota Johnson,Quinn Lord,Nick Offerman,Gary Cole,Megan Mullally,Darien Provost,,R,Chris Nelson,"Comedy, Drama, Romance",,5.8,56.0,6851,,0,0,0,0,2014-02-14,91.0,Date and Switch,http://www.imdb.com/title/tt1878942/,2014
8649,Harmony Korine,Harmony Korine,Avi Korine,Diego Luna,Samantha Morton,Denis Lavant,Diego Luna,Samantha Morton,Denis Lavant,James Fox,"$9,500,000",NOT RATED,Harmony Korine,"Comedy, Drama","$165,831,",6.4,53.0,6524,,0,0,2,0,2007-05-22,112.0,Mister Lonely,http://www.imdb.com/title/tt0475984/,2007
8650,Robert Wise,Robert Louis Stevenson,Philip MacDonald,Boris Karloff,Bela Lugosi,Henry Daniell,Boris Karloff,Bela Lugosi,Henry Daniell,Edith Atwater,"$125,000",APPROVED,Robert Wise,"Horror, Thriller",,7.4,,6731,,0,0,3,0,1945-02-16,77.0,The Body Snatcher,http://www.imdb.com/title/tt0037549/,1945
