,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
50,Nora Ephron,Nora Ephron,Delia Ephron,Nicole Kidman,Will Ferrell,Shirley MacLaine,Nicole Kidman,Will Ferrell,Shirley MacLaine,Michael Caine,,Nora Ephron,131426169.0,4.8,34.0,62197,,0,0,13,2,2005-06-24,102.0,Bewitched,2005-01-01,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,166001766.63380897,,
51,Cameron Crowe,Cameron Crowe,Orlando Bloom,Kirsten Dunst,Susan Sarandon,Orlando Bloom,Kirsten Dunst,Susan Sarandon,Alec Baldwin,Bruce McGill,,Cameron Crowe,13500000.0,6.4,45.0,61717,,0,0,4,2,2005-09-04,123.0,Elizabethtown,2005-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,17051580.112301845,,
52,Carlos Saldanha,Don Rhymer,Carlos Kotkin,Jesse Eisenberg,Anne Hathaway,Jemaine Clement,Jake T. Austin,Carlinhos Brown,Kristin Chenoweth,Jemaine Clement,,Carlos Saldanha,500188435.0,6.3,49.0,65861,,0,0,22,1,2014-03-20,101.0,Rio 2,2014-01-01,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2010,,,521175039.6776827,,
53,Ron Shelton,Ron Shelton,Wesley Snipes,Woody Harrelson,Rosie Perez,Wesley Snipes,Woody Harrelson,Rosie Perez,Tyra Ferrell,Cylk Cozart,,Ron Shelton,90753806.0,6.7,nan,64006,,0,0,4,0,1992-03-27,115.0,White Men Can't Jump,1992-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,159540210.71549588,,
54,Stuart Baird,Gene Roddenberry,John Logan,Patrick Stewart,Jonathan Frakes,Brent Spiner,Patrick Stewart,Jonathan Frakes,Brent Spiner,LeVar Burton,,Stuart Baird,67312826.0,6.4,51.0,63644,,0,0,4,1,2002-12-09,116.0,Star Trek: Nemesis,2002-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,92308477.97967477,,
55,David Schwimmer,Michael Ian Black,Simon Pegg,Simon Pegg,Thandie Newton,Hank Azaria,Simon Pegg,Thandie Newton,Hank Azaria,Dylan Moran,,David Schwimmer,19585967.0,6.6,48.0,61365,,0,0,3,0,2007-09-07,100.0,Run Fatboy Run,2007-01-01,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,23300916.65035796,,
56,Gregory Hoblit,Nicholas Kazan,Denzel Washington,John Goodman,Donald Sutherland,Denzel Washington,John Goodman,Donald Sutherland,Embeth Davidtz,James Gandolfini,,Gregory Hoblit,25188006.0,7.0,nan,64000,,0,0,2,0,1998-01-16,124.0,Fallen,1998-01-01,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,38115230.83656975,,
57,Tom Dey,Tom J. Astle,Matt Ember,Matthew McConaughey,Sarah Jessica Parker,Kathy Bates,Matthew McConaughey,Sarah Jessica Parker,Zooey Deschanel,Justin Bartha,,Tom Dey,128406887.0,5.6,47.0,63195,,0,0,5,0,2006-03-10,97.0,Failure to Launch,2006-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,157119582.01396725,,
58,John Singleton,Ernest Tidyman,John Singleton,Samuel L. Jackson,Vanessa Williams,Christian Bale,Samuel L. Jackson,Vanessa Williams,Jeffrey Wright,Christian Bale,,John Singleton,107196498.0,5.9,50.0,62252,,0,0,13,1,2000-06-16,99.0,Shaft,2000-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,153554314.54797912,,
59,Stephen Hopkins,Irwin Allen,Akiva Goldsman,Gary Oldman,William Hurt,Matt LeBlanc,William Hurt,Mimi Rogers,Heather Graham,Lacey Chabert,,Stephen Hopkins,136159423.0,5.1,42.0,62072,,0,0,17,3,1998-04-03,130.0,Lost in Space,1998-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,206040439.9704822,,
60,Bibo Bergeron,Don Paul,Terry Rossio,Ted Elliott,Kevin Kline,Kenneth Branagh,Rosie Perez,Kevin Kline,Kenneth Branagh,Rosie Perez,,Don Paul Bibo Bergeron Jeffrey Katzenberg,76529181.0,6.9,51.0,67677,,0,0,12,1,2000-03-31,89.0,The Road to El Dorado,2000-01-01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,109624718.63001743,,
61,Mark Tonderai,David Loucka,Jonathan Mostow,Jennifer Lawrence,Elisabeth Shue,Max Thieriot,Jennifer Lawrence,Max Thieriot,Elisabeth Shue,Gil Bellows,,Mark Tonderai,40494035.0,5.6,31.0,63051,,0,0,3,1,2012-09-21,101.0,House at the End of the Street,2012-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,43505766.706235096,,
62,John Huston,C.S. Forester,James Agee,Humphrey Bogart,Katharine Hepburn,Robert Morley,Humphrey Bogart,Katharine Hepburn,Robert Morley,Peter Bull,,John Huston,10750000.0,7.9,91.0,62797,,0,1,9,2,1951-12-26,105.0,The African Queen,1951-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1950,,,102151849.13029237,,
63,Juan Solanas,Juan Solanas,Juan Solanas,Jim Sturgess,Kirsten Dunst,Timothy Spall,Jim Sturgess,Kirsten Dunst,Timothy Spall,Blu Mankuma,,Juan Solanas,22186956.0,6.4,45.0,63298,,0,0,6,0,2012-08-22,109.0,Upside Down,2012-01-01,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,23837104.19713676,,
64,James McTeigue,Matthew Sand,J. Michael Straczynski,Rain,Rick Yune,Naomie Harris,Rain,Joon Lee,Jonathan Chan-Pensley,Ill-Young Kim,,James McTeigue,38105077.0,6.4,34.0,61689,,0,0,0,0,2009-09-29,99.0,Ninja Assassin,2009-01-01,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,43812215.32189319,,
65,Ron Howard,Gregory Widen,Kurt Russell,William Baldwin,Robert De Niro,Kurt Russell,William Baldwin,Robert De Niro,Donald Sutherland,Jennifer Jason Leigh,,Ron Howard,152368585.0,6.7,38.0,62538,,3,0,5,1,1991-05-24,137.0,Backdraft,1991-01-01,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,275968474.46000904,,
66,Nigel Cole,Colin Patrick Lynch,Ashton Kutcher,Amanda Peet,Taryn Manning,Amanda Peet,Ashton Kutcher,Taryn Manning,Aimee Garcia,Lee Garlington,,Nigel Cole,21835784.0,6.6,48.0,61730,,0,0,3,1,2005-04-21,107.0,A Lot Like Love,2005-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,27580342.236364357,,
67,Andrew Davis,Louis Sachar,Louis Sachar,Shia LaBeouf,Sigourney Weaver,Jon Voight,Sigourney Weaver,Jon Voight,Tim Blake Nelson,Shia LaBeouf,,Andrew Davis,71406573.0,7.1,71.0,64600,,0,0,9,3,2003-04-11,117.0,Holes,2003-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,95748790.7145384,,
68,Tom McCarthy,Tom McCarthy,Peter Dinklage,Patricia Clarkson,Bobby Cannavale,Peter Dinklage,Paul Benjamin,Jase Blankfort,Paula Garcés,Josh Pais,,Tom McCarthy,5739376.0,7.7,81.0,61659,,0,0,31,28,2003-01-26,89.0,The Station Agent,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,7695906.530286008,,
69,Mick Jackson,Jerome Armstrong,Jerome Armstrong,Tommy Lee Jones,Anne Heche,Gaby Hoffmann,Tommy Lee Jones,Anne Heche,Gaby Hoffmann,Don Cheadle,,Mick Jackson,122823468.0,5.4,55.0,63358,,0,0,1,1,1997-04-15,104.0,Volcano,1997-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,188745148.09552798,,
70,Jan de Bont,David Self,Shirley Jackson,Liam Neeson,Catherine Zeta-Jones,Owen Wilson,Liam Neeson,Catherine Zeta-Jones,Owen Wilson,Lili Taylor,,Jan de Bont,177311151.0,4.9,nan,62606,,0,0,14,3,1999-07-20,113.0,The Haunting,1999-01-01,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,262567397.90496176,,
71,David Mickey Evans,David Mickey Evans,Robert Gunter,Tom Guiry,Mike Vitar,Art LaFleur,Art LaFleur,Tom Guiry,Mike Vitar,Patrick Renna,,David Mickey Evans,32416586.0,7.8,nan,64609,,0,0,0,1,1993-04-07,101.0,The Sandlot,1993-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,,,55352755.83879382,,
72,Edward Zwick,Lawrence Wright,Lawrence Wright,Denzel Washington,Bruce Willis,Annette Bening,Denzel Washington,Annette Bening,Bruce Willis,Tony Shalhoub,,Edward Zwick,116672912.0,6.3,53.0,61839,,0,0,4,2,1998-11-06,116.0,The Siege,1998-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,176552878.90811163,,
73,Mike McCoy,Scott Waugh,Kurt Johnstad,Alex Veadov,Roselyn Sanchez,Nestor Serrano,Rorke Denver,Dave,Sonny,Weimy,,Mike McCoy Scott Waugh,82497035.0,6.5,40.0,61270,,0,0,6,1,2012-02-07,110.0,Act of Valor,2012-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,88632727.23170489,,
74,Ashutosh Gowariker,M.G. Sathya,Ashutosh Gowariker,Shah Rukh Khan,Gayatri Joshi,Kishori Ballal,Shah Rukh Khan,Gayatri Joshi,Kishori Ballal,Smit Sheth,,Ashutosh Gowariker,1223240.0,8.3,nan,67679,,0,0,23,12,2004-12-17,210.0,Swades: We the People,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,,,1597469.6247061624,,
75,Tony Scott,Richard Kelly,Richard Kelly,Keira Knightley,Mickey Rourke,Edgar Ramírez,Keira Knightley,Mickey Rourke,Edgar Ramírez,Delroy Lindo,,Tony Scott,20405441.0,6.0,36.0,60459,,0,0,0,2,2005-09-25,127.0,Domino,2005-01-01,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,25773704.588025827,,
76,Andy Tennant,Susannah Grant,Andy Tennant,Drew Barrymore,Anjelica Huston,Dougray Scott,Drew Barrymore,Anjelica Huston,Dougray Scott,Patrick Godfrey,,Andy Tennant,32299895.0,7.0,66.0,61813,,0,0,15,6,1998-07-29,121.0,EverAfter,1998-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,48877150.25643416,,
77,James Watkins,James Watkins,Kelly Reilly,Michael Fassbender,Tara Ellis,Kelly Reilly,Michael Fassbender,Tara Ellis,Jack O'Connell,Finn Atkins,,James Watkins,5824.0,6.8,65.0,64819,,0,0,6,9,2008-08-12,91.0,Eden Lake,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,6672.657010994934,,
78,Lana Wachowski,Lilly Wachowski,Lilly Wachowski,Lana Wachowski,Emile Hirsch,Matthew Fox,Christina Ricci,Emile Hirsch,Nicholas Elia,Susan Sarandon,,Lilly Wachowski Lana Wachowski,93945766.0,6.0,37.0,61744,,0,0,13,0,2008-04-28,135.0,Speed Racer,2008-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,107635280.58948998,,
79,Martin Scorsese,Walter Tevis,Richard Price,Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio,Paul Newman,Tom Cruise,Mary Elizabeth Mastrantonio,Helen Shaver,,Martin Scorsese,52293982.0,7.0,77.0,63463,,0,1,10,1,1986-10-08,119.0,The Color of Money,1986-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,117685433.74026473,,
80,Clint Eastwood,John Lee Hancock,Kevin Costner,Clint Eastwood,Laura Dern,Kevin Costner,Clint Eastwood,Laura Dern,T.J. Lowther,Keith Szarabajka,,Clint Eastwood,135200000.0,7.5,nan,62851,,0,0,0,0,1993-11-24,138.0,A Perfect World,1993-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,230859985.97770056,,
81,Gary Ross,Laura Hillenbrand,Gary Ross,Tobey Maguire,Jeff Bridges,Elizabeth Banks,David McCullough,Jeff Bridges,Paul Vincent O'Connor,Chris Cooper,,Gary Ross,148336445.0,7.3,72.0,60558,,7,0,37,6,2003-07-22,140.0,Seabiscuit,2003-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,198903751.16648763,,
82,Newt Arnold,Sheldon Lettich,Sheldon Lettich,Jean-Claude Van Damme,Donald Gibb,Leah Ayres,Jean-Claude Van Damme,Donald Gibb,Leah Ayres,Norman Burton,,Newt Arnold,11806119.0,6.8,29.0,64665,,0,0,1,0,1988-02-26,92.0,Bloodsport,1988-01-01,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,24625778.888860766,,
83,Jonathan Lynn,John Landis,Jonathan Lynn,Eileen Brennan,Tim Curry,Madeline Kahn,Eileen Brennan,Tim Curry,Madeline Kahn,Christopher Lloyd,,Jonathan Lynn,14643997.0,7.3,36.0,63877,,0,0,0,0,1985-12-13,94.0,Clue,1985-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,33581221.83024753,,
84,Tom Six,Tom Six,Dieter Laser,Ashley C. Williams,Ashlynn Yennie,Dieter Laser,Ashley C. Williams,Ashlynn Yennie,Akihiro Kitamura,Andreas Leupold,,Tom Six,252207.0,4.4,33.0,63217,,0,0,3,8,2009-08-30,92.0,The Human Centipede ,2009-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,289980.97523037985,,
85,Dean Israelite,Jason Pagan,Andrew Deutschman,Amy Landecker,Sofia Black-D'Elia,Virginia Gardner,Jonny Weston,Sofia Black-D'Elia,Sam Lerner,Allen Evangelista,,Dean Israelite,32248241.0,6.4,47.0,66577,,0,0,0,0,2015-01-28,106.0,Project Almanac,2015-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,33561480.228122875,,
86,Shawn Levy,Sam Harper,Ashton Kutcher,Brittany Murphy,Christian Kane,Ashton Kutcher,Brittany Murphy,Christian Kane,David Moscow,Monet Mazur,,Shawn Levy,101564935.0,5.5,28.0,61257,,0,0,9,0,2003-01-08,95.0,Just Married,2003-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,136188018.78715977,,
87,Joseph Ruben,Gerald Di Pego,Julianne Moore,Dominic West,Christopher Kovaleski,Julianne Moore,Christopher Kovaleski,Matthew Pleszewicz,Anthony Edwards,Jessica Hecht,,Joseph Ruben,117592831.0,5.8,43.0,60031,,0,0,7,0,2004-09-24,91.0,The Forgotten,2004-01-01,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,,,153568372.19654787,,
88,Scott Stewart,Scott Stewart,Keri Russell,Jake Brennan,Josh Hamilton,Keri Russell,Josh Hamilton,Dakota Goyo,Kadan Rockett,J.K. Simmons,,Scott Stewart,17411930.0,6.3,50.0,62687,,0,0,0,0,2013-02-21,97.0,Dark Skies,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,18436800.891943514,,
89,John Erick Dowdle,John Erick Dowdle,Drew Dowdle,Jennifer Carpenter,Steve Harris,Columbus Short,Jennifer Carpenter,Steve Harris,Jay Hernandez,Johnathon Schaech,,John Erick Dowdle,31691811.0,6.0,53.0,61908,,0,0,6,0,2008-10-10,89.0,Quarantine,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,36309853.16969031,,
90,Francis Ford Coppola,Kathleen Rowell,S.E. Hinton,C. Thomas Howell,Matt Dillon,Ralph Macchio,C. Thomas Howell,Matt Dillon,Ralph Macchio,Patrick Swayze,,Francis Ford Coppola,25600000.0,7.2,38.0,62900,,0,0,3,1,1983-03-25,91.0,The Outsiders,1983-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,63400867.46987952,,
91,Tim Hill,Jon Vitti,Will McRobb,Jason Lee,Ross Bagdasarian Jr.,Janice Karman,Jason Lee,David Cross,Cameron Richardson,Jane Lynch,,Tim Hill,361336633.0,5.2,39.0,63473,,0,0,2,3,2007-12-13,92.0,Alvin and the Chipmunks,2007-01-01,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,429872814.9727804,,
92,Roger Michell,Chap Taylor,Chap Taylor,Ben Affleck,Samuel L. Jackson,Kim Staunton,Ben Affleck,Samuel L. Jackson,Kim Staunton,Toni Collette,,Roger Michell,94935764.0,6.5,69.0,61082,,0,0,7,0,2002-04-07,98.0,Changing Lanes,2002-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,130188797.6100959,,
93,Barry Sonnenfeld,Charles Addams,Paul Rudnick,Anjelica Huston,Raul Julia,Christopher Lloyd,Anjelica Huston,Raul Julia,Christopher Lloyd,Joan Cusack,,Barry Sonnenfeld,48919043.0,6.6,62.0,64026,,1,0,15,3,1993-11-19,94.0,Addams Family Values,1993-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,83531431.81229682,,
94,Kirk Jones,Shauna Cross,Heather Hach,Cameron Diaz,Matthew Morrison,J. Todd Smith,Cameron Diaz,Jennifer Lopez,Elizabeth Banks,Chace Crawford,,Kirk Jones,84384002.0,5.7,41.0,62081,,0,0,12,0,2012-05-17,110.0,What to Expect When You're Expecting,2012-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2010,,,90660036.83630133,,
95,Anton Corbijn,Andrew Bovell,John le Carré,Philip Seymour Hoffman,Rachel McAdams,Daniel Brühl,Grigoriy Dobrygin,Philip Seymour Hoffman,Homayoun Ershadi,Mehdi Dehbi,,Anton Corbijn,31554855.0,6.8,73.0,63629,,0,0,5,2,2014-01-19,122.0,A Most Wanted Man,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,32878814.574448377,,
96,Andrew Fleming,Peter Filardi,Peter Filardi,Robin Tunney,Fairuza Balk,Neve Campbell,Robin Tunney,Fairuza Balk,Neve Campbell,Rachel True,,Andrew Fleming,30900000.0,6.3,nan,63576,,0,0,2,1,1996-04-26,101.0,The Craft,1996-01-01,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,48594657.95345872,,
97,Rod Lurie,David Scarpa,David Scarpa,Robert Redford,James Gandolfini,Mark Ruffalo,Robert Redford,James Gandolfini,Mark Ruffalo,Steve Burton,,Rod Lurie,27642707.0,6.9,43.0,61074,,0,0,4,1,2001-10-19,131.0,The Last Castle,2001-01-01,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,38508653.379326314,,
98,Tony Kaye,Carl Lund,Adrien Brody,Christina Hendricks,Marcia Gay Harden,Adrien Brody,Marcia Gay Harden,James Caan,Christina Hendricks,Lucy Liu,,Tony Kaye,71177.0,7.7,52.0,64341,,0,0,6,8,2011-04-25,98.0,Detachment,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,,78052.92279941573,,
99,Rick Famuyiwa,Rick Famuyiwa,Shameik Moore,Tony Revolori,Kiersey Clemons,ASAP Rocky,Blake Anderson,Bruce Beatty,De'aundre Bonds,Julian Brand,,Rick Famuyiwa,17474107.0,7.2,72.0,71364,,0,0,23,6,2015-01-24,103.0,Dope,2015-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,18185701.867726788,,
