,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: APPROVED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R
1771,Steffen Haars,Flip Van der Kuil,Steffen Haars,Flip Van der Kuil,Huub Smit,Tim Haars,Wesley van Gaalen,Huub Smit,Tim Haars,Wesley van Gaalen,1125872.551227201,Steffen Haars Flip Van der Kuil,,6.4,nan,12964,1216709.4498236133,0,0,0,6,2010-12-07,84.0,New Kids Turbo,2010-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1772,Sean McGinly,Sean McGinly,Colin Hanks,John Malkovich,Tom Hanks,John Malkovich,Colin Hanks,Emily Blunt,Ricky Jay,Steve Zahn,,Sean McGinly,748363.0,6.5,63.0,12485,,0,0,1,0,2008-01-18,90.0,The Great Buck Howard,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1773,James Clavell,E.R. Braithwaite,James Clavell,Sidney Poitier,Judy Geeson,Christian Roberts,Sidney Poitier,Christian Roberts,Judy Geeson,Suzy Kendall,640000.0,James Clavell,42432803.0,7.7,nan,13154,,0,0,2,1,1967-06-14,105.0,To Sir with Love,1967-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1774,Lena Dunham,Lena Dunham,Lena Dunham,Laurie Simmons,Grace Dunham,Lena Dunham,Laurie Simmons,Grace Dunham,Rachel Howe,Merritt Wever,65000.0,Lena Dunham,389804.0,6.2,72.0,12900,,0,0,8,5,2010-03-15,98.0,Tiny Furniture,2010-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1775,Sam Weisman,Fred Wolf,David Spade,David Spade,Mary McCormack,Alyssa Milano,David Spade,Mary McCormack,Craig Bierko,Scott Terra,17000000.0,Sam Weisman,22734486.0,5.6,36.0,12396,,0,0,1,1,2003-09-03,98.0,Dickie Roberts: Former Child Star,2003-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1776,Randal Kleiser,Stephen Langford,Amanda Bynes,Chris Carmack,Jonathan Bennett,Amanda Bynes,Chris Carmack,Jonathan Bennett,Jamie-Lynn Sigler,Susan Duerden,,Randal Kleiser,478070.0,4.9,nan,12618,,0,0,0,0,2005-11-01,87.0,Love Wrecked,2005-01-01,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1777,Jean-Jacques Annaud,Alain Godard,Jean-Jacques Annaud,Guy Pearce,Freddie Highmore,Jean-Claude Dreyfus,Guy Pearce,Jean-Claude Dreyfus,Freddie Highmore,Oanh Nguyen,49018157.91635855,Jean-Jacques Annaud,18947630.0,7.1,63.0,12844,4647859.0,0,0,2,2,2004-04-07,109.0,Deux fr�res,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1778,Francis Ford Coppola,Arnold Schulman,David Seidler,Jeff Bridges,Joan Allen,Martin Landau,Jeff Bridges,Joan Allen,Martin Landau,Frederic Forrest,23000000.0,Francis Ford Coppola,19652638.0,6.9,74.0,12628,,3,0,6,8,1988-08-12,110.0,Tucker: The Man and His Dream,1988-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1779,Tim Hunter,Neal Jimenez,Crispin Glover,Keanu Reeves,Ione Skye,Crispin Glover,Keanu Reeves,Ione Skye,Daniel Roebuck,Dennis Hopper,1900000.0,Tim Hunter,4600000.0,7.1,73.0,13115,,0,0,5,4,1986-08-27,99.0,River's Edge,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1780,Lucio Fulci,Lucio Fulci,Dardano Sacchetti,Christopher George,Catriona MacColl,Carlo De Mejo,Christopher George,Catriona MacColl,Carlo De Mejo,Antonella Interlenghi,,Lucio Fulci,,6.3,nan,12864,,0,0,0,0,1980-08-11,93.0,Paura nella citt� dei morti viventi,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1781,Nick Gomez,Peter Steinfeld,Danny DeVito,Bette Midler,Neve Campbell,Danny DeVito,Bette Midler,Neve Campbell,Jamie Lee Curtis,Casey Affleck,6000000.0,Nick Gomez,747934.0,5.6,25.0,12243,,0,0,1,0,2000-01-02,96.0,Drowning Mona,2000-01-01,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1782,Laurence Olivier,William Shakespeare,Laurence Olivier,Jean Simmons,John Laurie,John Laurie,Esmond Knight,Anthony Quayle,Niall MacGinnis,Harcourt Williams,,Laurence Olivier,,7.8,nan,12946,,0,4,6,11,1948-05-06,154.0,Hamlet,1948-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1783,Federico Fellini,Petronius,Federico Fellini,Martin Potter,Hiram Keller,Max Born,Martin Potter,Hiram Keller,Max Born,Salvo Randone,3000000.0,Federico Fellini,,7.0,nan,12707,,1,0,7,5,1969-09-04,129.0,Fellini - Satyricon,1969-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1784,Yimou Zhang,Wei Lu,Hua Yu,You Ge,Li Gong,Ben Niu,You Ge,Li Gong,Ben Niu,Wu Jiang,,Yimou Zhang,2332728.0,8.3,nan,12992,,0,0,4,5,1994-05-17,133.0,Huo zhe,1994-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1785,Hal Needham,Brock Yates,Hal Needham,Burt Reynolds,Dom DeLuise,Dean Martin,Burt Reynolds,Dom DeLuise,Dean Martin,Sammy Davis Jr.,20000000.0,Hal Needham,28078073.0,4.9,13.0,12719,,0,0,8,1,1984-06-29,108.0,Cannonball Run II,1984-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1786,John Roberts,Laurie Craig,Gena Rowlands,Tony Shalhoub,Cheech Marin,Gena Rowlands,Tony Shalhoub,Cheech Marin,Bruce Davison,Trini Alvarado,23000000.0,John Roberts,27008669.0,6.5,nan,12707,,0,0,6,2,1998-04-17,91.0,Paulie,1998-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1787,Bille August,Peter Høeg,Ann Biderman,Julia Ormond,Ona Fletcher,Agga Olsen,Ona Fletcher,Julia Ormond,Agga Olsen,Patrick Field,35000000.0,Bille August,2221994.0,6.4,45.0,12322,,0,0,1,0,1997-02-13,121.0,Smilla's Sense of Snow,1997-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1788,Alan Cohn,Anthony Abrams,Adam Larson Broder,Tom Everett Scott,Mark-Paul Gosselaar,Poppy Montgomery,Tom Everett Scott,Mark-Paul Gosselaar,Poppy Montgomery,Lochlyn Munro,14000000.0,Alan Cohn,15062898.0,6.1,27.0,12361,,0,0,0,0,1998-08-01,96.0,Dead Man on Campus,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1789,Randa Haines,Mark Medoff,Hesper Anderson,William Hurt,Marlee Matlin,Piper Laurie,William Hurt,Marlee Matlin,Piper Laurie,Philip Bosco,,Randa Haines,31853080.0,7.2,nan,12721,,0,1,12,4,1986-09-13,119.0,Children of a Lesser God,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1790,Vondie Curtis-Hall,Vondie Curtis-Hall,Tupac Shakur,Tim Roth,Thandie Newton,Tupac Shakur,Tim Roth,Thandie Newton,Charles Fleischer,Howard Hesseman,,Vondie Curtis-Hall,5479037.0,7.0,nan,12854,,0,0,1,2,1997-01-29,91.0,Gridlock'd,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1791,Jackie Chan,Jackie Chan,Paul B. Clay,Jackie Chan,Maggie Cheung,Kwok-Hung Lam,Jackie Chan,Maggie Cheung,Kwok-Hung Lam,Bill Tung,,Jackie Chan,,7.2,nan,13282,,0,0,1,2,1988-08-13,101.0,Ging chaat goo si juk jaap,1988-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1792,Don Siegel,Herman Miller,Dean Riesner,Clint Eastwood,Lee J. Cobb,Susan Clark,Clint Eastwood,Lee J. Cobb,Susan Clark,Tisha Sterling,1500000.0,Don Siegel,,6.5,nan,12856,,0,0,0,0,1968-10-02,93.0,Coogan's Bluff,1968-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1793,Norman Jewison,Richard Jessup,Ring Lardner Jr.,Steve McQueen,Ann-Margret,Edward G. Robinson,Steve McQueen,Ann-Margret,Karl Malden,Tuesday Weld,,Norman Jewison,15260000.0,7.3,nan,12811,,0,0,1,1,1965-10-15,102.0,The Cincinnati Kid,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1794,Brian Robbins,Steven Brill,David Arquette,Oliver Platt,Scott Caan,David Arquette,Oliver Platt,Scott Caan,Bill Goldberg,Rose McGowan,24000000.0,Brian Robbins,12372410.0,5.3,23.0,12365,,0,0,1,0,2000-04-05,107.0,Ready to Rumble,2000-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1795,Robert Bresson,Robert Bresson,Anne Wiazemsky,Walter Green,François Lafarge,Anne Wiazemsky,Walter Green,François Lafarge,Jean-Claude Guilbert,Philippe Asselin,,Robert Bresson,39388.0,7.9,100.0,13554,,0,0,2,5,1966-05-15,95.0,Au hasard Balthazar,1966-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1796,Neil Burger,Neil Burger,Dirk Wittenborn,Rachel McAdams,Tim Robbins,Michael Peña,Rachel McAdams,Tim Robbins,Michael Peña,Molly Hagan,15000000.0,Neil Burger,183088.0,7.0,53.0,12421,,0,0,0,0,2008-03-10,115.0,The Lucky Ones,2008-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1797,André De Toth,Crane Wilbur,Charles Belden,Vincent Price,Frank Lovejoy,Phyllis Kirk,Vincent Price,Frank Lovejoy,Phyllis Kirk,Carolyn Jones,658000.0,Andr� De Toth,23750000.0,7.1,nan,13157,,0,0,2,1,1953-04-09,88.0,House of Wax,1953-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1798,Joel Schumacher,Marti Leimbach,Richard Friedenberg,Julia Roberts,Campbell Scott,Vincent D'Onofrio,Julia Roberts,Campbell Scott,Vincent D'Onofrio,Colleen Dewhurst,,Joel Schumacher,82264675.0,5.9,nan,12799,,0,0,3,0,1991-06-21,111.0,Dying Young,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1799,Mark Waters,John J. Strauss,Ed Decter,Monica Potter,Freddie Prinze Jr.,Shalom Harlow,Monica Potter,Freddie Prinze Jr.,Shalom Harlow,Ivana Milicevic,14000000.0,Mark Waters,10397365.0,5.4,27.0,12465,,0,0,0,0,2001-02-02,86.0,Head Over Heels,2001-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1800,Peter Landesman,Peter Landesman,Vincent Bugliosi,Zac Efron,Tom Welling,Billy Bob Thornton,Marcia Gay Harden,Matt Barr,Zac Efron,Mallory Moye,10000000.0,Peter Landesman,652355.0,6.4,51.0,13092,,0,0,3,0,2013-09-01,93.0,Parkland,2013-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1801,Alex van Warmerdam,Alex van Warmerdam,Jan Bijvoet,Hadewych Minis,Jeroen Perceval,Jan Bijvoet,Hadewych Minis,Jeroen Perceval,Alex van Warmerdam,Tom Dewispelaere,,Alex van Warmerdam,56474.0,6.8,66.0,13345,,0,0,22,11,2013-05-19,113.0,Borgman,2013-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1802,Mohit Suri,Tushar Hiranandani,Milap Zaveri,Sidharth Malhotra,Shraddha Kapoor,Riteish Deshmukh,Sidharth Malhotra,Riteish Deshmukh,Shraddha Kapoor,Shaad Randhawa,,Mohit Suri,414116.0,6.4,nan,13293,,0,0,8,7,2014-06-27,129.0,Ek Villain,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1803,Shûsuke Kaneko,Tsugumi Ôba,Takeshi Obata,Tatsuya Fujiwara,Takeshi Kaga,Shidô Nakamura,Tatsuya Fujiwara,Takeshi Kaga,Shidô Nakamura,Erika Toda,20000000.0,Sh�suke Kaneko,,7.3,nan,13506,,0,0,1,1,2006-10-16,141.0,Death Note: The Last Name,2006-01-01,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1804,Thaddeus O'Sullivan,Gerard Stembridge,Kevin Spacey,Linda Fiorentino,Peter Mullan,Kevin Spacey,Linda Fiorentino,Peter Mullan,Stephen Dillane,Helen Baxendale,,Thaddeus O'Sullivan,,6.4,nan,12324,49099.12109375,0,0,0,0,2000-01-07,93.0,Ordinary Decent Criminal,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1805,Terence Davies,Terence Rattigan,Terence Davies,Rachel Weisz,Tom Hiddleston,Ann Mitchell,Ann Mitchell,Jolyon Coy,Karl Johnson,Rachel Weisz,,Terence Davies,1124786.0,6.3,82.0,12831,,0,0,12,4,2011-09-11,98.0,The Deep Blue Sea,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1806,Alek Keshishian,Alek Keshishian,Brittany Murphy,Matthew Rhys,Catherine Tate,Brittany Murphy,Matthew Rhys,Catherine Tate,Santiago Cabrera,Elliot Cowan,,Alek Keshishian,,6.2,nan,12475,,0,0,0,0,2006-09-09,90.0,Love and Other Disasters,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1807,Steve Miner,David Twohy,Julian Sands,Lori Singer,Richard E. Grant,Julian Sands,Lori Singer,Richard E. Grant,Mary Woronov,Kevin O'Brien,7000000.0,Steve Miner,9094451.0,6.2,nan,12687,,0,0,7,1,1989-05-01,103.0,Warlock,1989-01-01,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1808,Stuart Rosenberg,W.D. Richter,W.D. Richter,Robert Redford,Yaphet Kotto,Morgan Freeman,Robert Redford,Yaphet Kotto,Jane Alexander,Murray Hamilton,9000000.0,Stuart Rosenberg,37121708.0,7.1,54.0,13212,,1,0,0,1,1980-06-20,131.0,Brubaker,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1809,Pieter Jan Brugge,Pieter Jan Brugge,Justin Haythe,Robert Redford,Willem Dafoe,Helen Mirren,Robert Redford,Helen Mirren,Willem Dafoe,Alessandro Nivola,,Pieter Jan Brugge,5763875.0,5.9,60.0,12286,,0,0,1,0,2004-01-01,95.0,The Clearing,2004-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1810,Corey Yuen,See-Yuen Ng,Corey Yuen,Kurt McKinney,Jean-Claude Van Damme,J.W. Fails,Kurt McKinney,Jean-Claude Van Damme,J.W. Fails,Kathie Sileno,,Corey Yuen,4662137.0,5.6,nan,13088,,0,0,0,0,1986-05-02,85.0,No Retreat No Surrender,1986-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1811,Jack Arnold,Richard Matheson,Richard Matheson,Grant Williams,Randy Stuart,April Kent,Grant Williams,Randy Stuart,April Kent,Paul Langton,750000.0,Jack Arnold,,7.7,nan,13076,,0,0,0,2,1957-02-22,81.0,The Incredible Shrinking Man,1957-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1812,John Waters,John Waters,Edward Furlong,Christina Ricci,Bess Armstrong,Edward Furlong,Christina Ricci,Bess Armstrong,Mark Joy,Mary Kay Place,6000000.0,John Waters,2281761.0,6.4,66.0,12193,,0,0,1,2,1998-09-11,87.0,Pecker,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1813,James Isaac,James DeMonaco,Todd Harthan,Jason Behr,Elias Koteas,Rhona Mitra,Jason Behr,Elias Koteas,Rhona Mitra,Natassia Malthe,,James Isaac,1018965.0,4.6,33.0,12122,,0,0,0,0,2006-05-22,110.0,Skinwalkers,2006-01-01,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1814,Jeffrey Blitz,Jeffrey Blitz,Reece Thompson,Anna Kendrick,Nicholas D'Agosto,Nicholas D'Agosto,Anna Kendrick,Utkarsh Ambudkar,Candace Hammer,Margo Martindale,6000000.0,Jeffrey Blitz,712391.0,6.7,73.0,12169,,0,0,7,2,2007-01-19,101.0,Rocket Science,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1815,Steve Trenbirth,Karl Geurs,Carter Crocker,John Goodman,Haley Joel Osment,Tony Jay,John Goodman,Haley Joel Osment,Mae Whitman,Connor Funk,20000000.0,Steve Trenbirth,135680000.0,5.4,38.0,12749,,0,0,9,1,2003-02-05,72.0,The Jungle Book 2,2003-01-01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1816,Stanley Tong,Stanley Tong,Hui-Ling Wang,Bing Shao,Jackie Chan,Weixing Yao,Bing Shao,Jackie Chan,Weixing Yao,Jianzhong Zhang,15000000.0,Stanley Tong,70000000.0,6.2,nan,12593,801793.0,0,0,5,1,2005-09-15,122.0,San wa,2005-01-01,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1817,Henry Levin,Walter Reisch,Charles Brackett,James Mason,Pat Boone,Arlene Dahl,Pat Boone,James Mason,Arlene Dahl,Diane Baker,3440000.0,Henry Levin,10000000.0,7.1,nan,12857,,3,0,1,0,1959-12-16,132.0,Journey to the Center of the Earth,1959-01-01,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1818,Michael Crichton,Michael Crichton,Michael Crichton,Sean Connery,Donald Sutherland,Lesley-Anne Down,Sean Connery,Donald Sutherland,Lesley-Anne Down,Alan Webb,6000000.0,Michael Crichton,13027857.0,7.0,68.0,12905,,0,0,1,1,1978-12-14,110.0,The First Great Train Robbery,1978-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1819,Michelangelo Antonioni,Michelangelo Antonioni,Tonino Guerra,Monica Vitti,Alain Delon,Francisco Rabal,Alain Delon,Monica Vitti,Francisco Rabal,Lilla Brignone,,Michelangelo Antonioni,,7.9,nan,13406,,0,0,4,1,1962-04-12,126.0,L'eclisse,1962-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1820,Lajos Koltai,Susan Minot,Michael Cunningham,Vanessa Redgrave,Toni Collette,Claire Danes,Claire Danes,Toni Collette,Vanessa Redgrave,Patrick Wilson,,Lajos Koltai,12406646.0,6.5,45.0,12206,,0,0,2,0,2007-06-09,117.0,Evening,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1821,Sergio Castellitto,Margaret Mazzantini,Sergio Castellitto,Penélope Cruz,Emile Hirsch,Adnan Haskovic,Penélope Cruz,Emile Hirsch,Adnan Haskovic,Saadet Aksoy,10068153.655514251,Sergio Castellitto,14947.0,7.4,34.0,13419,,0,0,7,0,2012-09-13,127.0,Venuto al mondo,2012-01-01,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
