,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Comedy,Genre:  Music,Genre: Fantasy,Genre:  Western,Genre: Action,Genre: Drama,Genre:  Fantasy,Genre: Musical,Genre:  Comedy,Genre: Mystery,Genre:  Horror,Genre:  Film-Noir,Genre:  Adventure,Genre: Horror,Genre:  Crime,Genre:  Musical,Genre: Romance,Genre:  Sport,Genre: Western,Genre:  Mystery,Genre: Biography,Genre:  Family,Genre:  Drama,Genre:  Thriller,Genre: Animation,Genre:  Action,Genre:  History,Genre:  Romance,Genre:  Sci-Fi,Genre: Film-Noir,Genre: Crime,Genre:  Biography,Genre:  War,Genre: Sci-Fi,Genre: Adventure,Genre: Family,Content Rating: PG-13,Content Rating: APPROVED,Content Rating: PASSED,Content Rating: R,Content Rating: NR,Content Rating: G,Content Rating: UNRATED,Content Rating: GP,Content Rating: NOT RATED,Content Rating: NC-17,Content Rating: PG,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
478,Cameron Crowe,Cameron Crowe,Tom Cruise,Cuba Gooding Jr.,Renée Zellweger,Tom Cruise,Cuba Gooding Jr.,Renée Zellweger,Kelly Preston,Jerry O'Connell,50000000.0,Cameron Crowe,273552592.0,7.3,77.0,207583,,0,1,41,25,1996-12-06,139.0,Jerry Maguire,1996-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,223552592.0,78632132.61077462,430200473.8033026,,351568341.19252795
479,Adam McKay,Adam McKay,Chris Henchy,Will Ferrell,Mark Wahlberg,Derek Jeter,Will Ferrell,Derek Jeter,Mark Wahlberg,Eva Mendes,100000000.0,Adam McKay,170432927.0,6.7,64.0,207356,,0,0,15,3,2010-08-02,107.0,The Other Guys,2010-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,70432927.0,113122117.9928963,192797336.77968684,,79675218.78679053
480,Stephen Daldry,David Hare,Bernhard Schlink,Kate Winslet,Ralph Fiennes,Bruno Ganz,Ralph Fiennes,Jeanette Hain,David Kross,Kate Winslet,32000000.0,Stephen Daldry,113019290.0,7.6,58.0,205787,,0,1,47,25,2008-12-10,124.0,The Reader,2008-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,81019290.0,36662950.609862275,129488145.22599068,,92825194.61612841
481,Alejandro G. Iñárritu,Guillermo Arriaga,Sean Penn,Benicio Del Toro,Naomi Watts,Sean Penn,Naomi Watts,Danny Huston,Carly Nahon,Claire Pakis,20000000.0,Alejandro G. I??rritu,16248701.0,7.7,70.0,202957,,2,0,76,30,2003-09-05,124.0,21 Grams,2003-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-3751299.0,26817920.72966123,21787818.768898357,,-5030101.960762872
482,Tim Burton,Michael McDowell,Larry Wilson,Alec Baldwin,Geena Davis,Michael Keaton,Alec Baldwin,Geena Davis,Annie McEnroe,Maurice Page,15000000.0,Tim Burton,73707461.0,7.5,70.0,212188,,0,1,11,6,1988-03-29,92.0,Beetlejuice,1988-01-01,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,58707461.0,31287731.669730883,153742617.45501027,,122454885.78527938
483,David Cronenberg,Steven Knight,Naomi Watts,Viggo Mortensen,Armin Mueller-Stahl,Josef Altin,Mina E. Mina,Aleksandar Mikic,Sarah-Jeanne Labrosse,Lalita Ahmed,,David Cronenberg,17114882.0,7.7,82.0,204048,,1,0,70,28,2007-09-08,100.0,Eastern Promises,2007-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,20361130.954765305,,
484,Paul Thomas Anderson,Paul Thomas Anderson,Mark Wahlberg,Julianne Moore,Burt Reynolds,Luis Guzmán,Burt Reynolds,Julianne Moore,Rico Bueno,John C. Reilly,15000000.0,Paul Thomas Anderson,16700954.0,7.9,85.0,205586,,3,0,49,29,1997-09-11,155.0,Boogie Nights,1997-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,1700954.0,23050783.922115922,25664672.129813172,,2613888.207697251
485,Jean-Jacques Annaud,Jean-Jacques Annaud,Alain Godard,Jude Law,Ed Harris,Joseph Fiennes,Jude Law,Ed Harris,Rachel Weisz,Joseph Fiennes,68000000.0,Jean-Jacques Annaud,96976270.0,7.6,53.0,209572,706050.7073054055,0,0,4,0,2001-02-07,131.0,Enemy at the Gates,2001-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,28976270.0,94729811.72915478,135096232.34258357,983588.9790334947,40366420.613428764
486,Tim Burton,Mike Johnson,Tim Burton,Carlos Grangel,Johnny Depp,Helena Bonham Carter,Emily Watson,Johnny Depp,Helena Bonham Carter,Emily Watson,40000000.0,Tim Burton Mike Johnson,117195061.0,7.4,83.0,209554,,1,0,28,8,2005-09-07,77.0,Corpse Bride,2005-01-01,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2000,77195061.0,50523200.33274621,148026738.6227853,,97503538.2900391
487,Alan Taylor,Laeta Kalogridis,Patrick Lussier,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Arnold Schwarzenegger,Jason Clarke,Emilia Clarke,Jai Courtney,155000000.0,Alan Taylor,440603537.0,6.5,38.0,217173,,0,0,8,0,2015-06-21,126.0,Terminator Genisys,2015-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,285603537.0,161312036.6893514,458546154.3613032,,297234117.67195183
488,Darren Lynn Bousman,Leigh Whannell,Darren Lynn Bousman,Donnie Wahlberg,Beverley Mitchell,Franky G,Tobin Bell,Shawnee Smith,Donnie Wahlberg,Erik Knudsen,4000000.0,Darren Lynn Bousman,147748505.0,6.6,40.0,205847,,0,0,8,4,2005-10-28,93.0,Saw II,2005-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,143748505.0,5052320.033274621,186618182.92446887,,181565862.89119425
489,George Clooney,George Clooney,Grant Heslov,Paul Giamatti,George Clooney,Philip Seymour Hoffman,Ryan Gosling,George Clooney,Philip Seymour Hoffman,Paul Giamatti,12500000.0,George Clooney,75993061.0,7.1,67.0,200647,,1,0,33,9,2011-08-31,101.0,The Ides of March,2011-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,63493061.0,13707539.443818878,83334230.48912275,,69626691.04530385
490,James Mangold,Johnny Cash,Johnny Cash,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Joaquin Phoenix,Reese Witherspoon,Ginnifer Goodwin,Robert Patrick,28000000.0,James Mangold,186438883.0,7.9,72.0,201326,,0,1,46,44,2005-09-04,136.0,Walk the Line,2005-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,158438883.0,35366240.232922345,235487225.8905608,,200120985.65763846
491,Tony Scott,David Marconi,Will Smith,Gene Hackman,Jon Voight,Will Smith,Gene Hackman,Jon Voight,Lisa Bonet,Regina King,90000000.0,Tony Scott,250649836.0,7.3,67.0,202483,,0,0,16,5,1998-11-18,132.0,Enemy of the State,1998-01-01,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,160649836.0,136190644.67791843,379290697.2583837,,243100052.58046523
492,Brett Ratner,Ross LaManna,Jim Kouf,Jackie Chan,Chris Tucker,Ken Leung,Ken Leung,Jackie Chan,Tom Wilkinson,Tzi Ma,33000000.0,Brett Ratner,244386864.0,6.9,60.0,205166,,0,0,8,6,1998-09-18,98.0,Rush Hour,1998-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1990,211386864.0,49936569.71523676,369813383.98860866,,319876814.2733719
493,Zach Braff,Zach Braff,Zach Braff,Peter Sarsgaard,Natalie Portman,Zach Braff,Kenneth Graymez,George C. Wolfe,Austin Lysy,Gary Gilbert,2500000.0,Zach Braff,9043000.0,7.5,67.0,195599,,0,0,38,13,2004-01-16,102.0,Garden State,2004-01-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,6543000.0,3264832.789775846,11809553.167177191,,8544720.377401344
494,Curtis Hanson,Scott Silver,Eminem,Brittany Murphy,Kim Basinger,Eminem,Kim Basinger,Mekhi Phifer,Brittany Murphy,Evan Jones,41000000.0,Curtis Hanson,242875078.0,7.1,77.0,209859,,0,1,21,13,2002-09-08,110.0,8 Mile,2002-01-01,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,201875078.0,56224761.6400278,333063252.89885753,,276838491.2588297
495,Derek Cianfrance,Derek Cianfrance,Ben Coccio,Ryan Gosling,Bradley Cooper,Eva Mendes,Ryan Gosling,Craig Van Hook,Eva Mendes,Olga Merediz,15000000.0,Derek Cianfrance,21383298.0,7.3,68.0,210405,,0,0,19,4,2012-09-07,140.0,The Place Beyond the Pines,2012-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,6383298.0,16115620.500489179,22973674.37445795,,6858053.873968772
496,Keenen Ivory Wayans,Shawn Wayans,Marlon Wayans,Anna Faris,Jon Abrahams,Marlon Wayans,Carmen Electra,Dave Sheridan,Frank B. Moore,Giacomo Baessato,19000000.0,Keenen Ivory Wayans,278019771.0,6.2,48.0,202578,,0,0,5,7,2000-07-07,88.0,Scary Movie,2000-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,259019771.0,27216672.4738676,398251213.08245647,,371034540.6085889
497,D.J. Caruso,Christopher Landon,Carl Ellsworth,Shia LaBeouf,David Morse,Carrie-Anne Moss,Shia LaBeouf,Sarah Roemer,Carrie-Anne Moss,David Morse,20000000.0,D.J. Caruso,117760134.0,6.9,62.0,198520,,0,0,6,4,2007-04-04,105.0,Disturbia,2007-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,97760134.0,23793480.965589248,140096175.34171197,,116302694.37612271
498,Marc Forster,Zach Helm,Will Ferrell,Emma Thompson,Dustin Hoffman,Will Ferrell,William Dick,Guy Massey,Martha Espinoza,T.J. Jagodowski,38000000.0,Marc Forster,40137776.0,7.6,67.0,199087,,0,0,14,3,2006-09-09,113.0,Stranger Than Fiction,2006-01-01,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,2137776.0,46497070.80377048,49112868.75204947,,2615797.9482789803
499,Daniel Myrick,Eduardo Sánchez,Daniel Myrick,Eduardo Sánchez,Heather Donahue,Michael C. Williams,Joshua Leonard,Heather Donahue,Joshua Leonard,Michael C. Williams,60000.0,Eduardo S?nchez Daniel Myrick,248639099.0,6.4,81.0,205324,,0,0,23,18,1999-01-25,81.0,The Blair Witch Project,1999-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,248579099.0,88849.70733903648,368191852.98652864,,368103003.2791896
500,Alex Proyas,Ryne Douglas Pearson,Juliet Snowden,Nicolas Cage,Chandler Canterbury,Rose Byrne,Nicolas Cage,Chandler Canterbury,Rose Byrne,Lara Robinson,50000000.0,Alex Proyas,183593586.0,6.2,41.0,199378,,0,0,5,1,2009-03-09,121.0,Knowing,2009-01-01,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,133593586.0,57488684.93546568,211091076.43452647,,153602391.49906078
501,David Cronenberg,John Wagner,Vince Locke,Viggo Mortensen,Maria Bello,Ed Harris,Viggo Mortensen,Maria Bello,Ed Harris,William Hurt,32000000.0,David Cronenberg,31493782.0,7.5,81.0,201258,,2,0,78,37,2005-05-16,96.0,A History of Violence,2005-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-506218.0,40418560.266196966,39779166.43054591,,-639393.835651053
502,Kevin Costner,Michael Blake,Michael Blake,Kevin Costner,Mary McDonnell,Graham Greene,Kevin Costner,Mary McDonnell,Graham Greene,Rodney A. Grant,22000000.0,Kevin Costner,424200000.0,8.0,72.0,204930,,0,7,37,43,1990-10-19,181.0,Dances with Wolves,1990-01-01,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1990,402200000.0,41533653.94260697,800844363.7479035,,759310709.8052965
503,Martin McDonagh,Martin McDonagh,Colin Farrell,Woody Harrelson,Sam Rockwell,Michael Pitt,Michael Stuhlbarg,Sam Rockwell,Colin Farrell,Abbie Cornish,15000000.0,Martin McDonagh,19422261.0,7.2,66.0,205464,,0,0,21,3,2012-09-07,110.0,Seven Psychopaths,2012-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,4422261.0,16115620.500489179,20866785.8358301,,4751165.335340918
504,Bobby Farrelly,Peter Farrelly,Peter Farrelly,Mike Cerrone,Jim Carrey,Renée Zellweger,Anthony Anderson,Jim Carrey,Renée Zellweger,Anthony Anderson,51000000.0,Bobby Farrelly Peter Farrelly,149270999.0,6.6,49.0,199382,,0,0,4,2,2000-06-15,116.0,Me Myself & Irene,2000-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,98270999.0,73055278.7456446,213824204.71736935,,140768925.97172475
505,Edgar Wright,Simon Pegg,Edgar Wright,Simon Pegg,Nick Frost,Martin Freeman,Thomas Law,Zachary Bailess,Jasper Levine,James Tarpey,20000000.0,Edgar Wright,46089287.0,7.0,81.0,212293,,0,0,22,5,2013-07-10,109.0,The World's End,2013-01-01,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,26089287.0,21177205.389573142,48802114.85289917,,27624909.463326026
506,Bill Condon,Melissa Rosenberg,Stephenie Meyer,Kristen Stewart,Robert Pattinson,Taylor Lautner,Kristen Stewart,Robert Pattinson,Taylor Lautner,Peter Facinelli,120000000.0,Bill Condon,832660037.0,5.5,52.0,200516,,0,0,14,21,2012-11-12,115.0,The Twilight Saga: Breaking Dawn - Part 2,2012-01-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,712660037.0,128924964.00391343,894588877.4810187,,765663913.4771053
507,John Hillcoat,Nick Cave,Matt Bondurant,Tom Hardy,Shia LaBeouf,Guy Pearce,Shia LaBeouf,Tom Hardy,Jason Clarke,Guy Pearce,26000000.0,John Hillcoat,53676580.0,7.3,58.0,202298,,0,0,8,1,2012-05-19,116.0,Lawless,2012-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,27676580.0,27933742.20084791,57668759.5362765,,29735017.335428588
508,Rawson Marshall Thurber,Rawson Marshall Thurber,Ben Stiller,Christine Taylor,Vince Vaughn,Vince Vaughn,Christine Taylor,Ben Stiller,Rip Torn,Justin Long,20000000.0,Rawson Marshall Thurber,167722310.0,6.7,55.0,201354,,0,0,9,2,2004-06-18,92.0,Dodgeball: A True Underdog Story,2004-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,147722310.0,26118662.31820677,219034118.90597972,,192915456.58777294
509,Todd Phillips,Court Crandall,Todd Phillips,Luke Wilson,Vince Vaughn,Will Ferrell,Luke Wilson,Will Ferrell,Vince Vaughn,Jeremy Piven,24000000.0,Todd Phillips,87055349.0,7.1,54.0,195700,,0,0,5,0,2003-02-13,88.0,Old School,2003-01-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,63055349.0,32181504.875593472,116732172.42874967,,84550667.55315618
510,Adam McKay,Charles Randolph,Adam McKay,Christian Bale,Steve Carell,Ryan Gosling,Ryan Gosling,Rudy Eisenzopf,Casey Groves,Charlie Talbert,28000000.0,Adam McKay,133346506.0,7.8,81.0,272071,,0,1,79,37,2015-11-12,130.0,The Big Short,2015-01-01,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2010,105346506.0,29140238.885818318,138776751.4081859,,109636512.5223676
511,Rob Reiner,Justin Zackham,Jack Nicholson,Morgan Freeman,Sean Hayes,Jack Nicholson,Morgan Freeman,Sean Hayes,Beverly Todd,Rob Morrow,45000000.0,Rob Reiner,175372502.0,7.4,42.0,201827,,0,0,4,3,2007-12-16,97.0,The Bucket List,2007-01-01,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2000,130372502.0,53535332.17257581,208636114.41123816,,155100782.23866233
512,Oren Peli,Oren Peli,Katie Featherston,Micah Sloat,Mark Fredrichs,Katie Featherston,Micah Sloat,Mark Fredrichs,Amber Armstrong,Ashley Palmer,15000.0,Oren Peli,193355800.0,6.3,68.0,198430,,0,0,12,3,2007-10-14,86.0,Paranormal Activity,2007-01-01,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,193340800.0,17845.110724191938,230030377.3443141,,230012532.23358992
513,Jonathan Levine,Isaac Marion,Jonathan Levine,Nicholas Hoult,Teresa Palmer,John Malkovich,Nicholas Hoult,Teresa Palmer,Analeigh Tipton,Rob Corddry,35000000.0,Jonathan Levine,116980662.0,6.9,59.0,199083,,0,0,10,1,2013-01-16,98.0,Warm Bodies,2013-01-01,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,81980662.0,37060109.431753,123866175.28911172,,86806065.85735871
514,David Slade,Melissa Rosenberg,Stephenie Meyer,Kristen Stewart,Robert Pattinson,Taylor Lautner,Xavier Samuel,Kristen Stewart,Robert Pattinson,Billy Burke,68000000.0,David Slade,698491347.0,4.9,58.0,198468,,0,0,34,23,2010-06-30,124.0,The Twilight Saga: Eclipse,2010-01-01,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2010,630491347.0,76923040.23516949,790148205.7235107,,713225165.4883413
515,Gavin Hood,Gavin Hood,Orson Scott Card,Harrison Ford,Asa Butterfield,Hailee Steinfeld,Asa Butterfield,Harrison Ford,Hailee Steinfeld,Abigail Breslin,110000000.0,Gavin Hood,125537191.0,6.7,51.0,200557,,0,0,6,1,2013-10-24,114.0,Ender's Game,2013-01-01,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,15537191.0,116474629.64265229,132926343.89185366,,16451714.249201367
516,David Twohy,Jim Wheat,Ken Wheat,Vin Diesel,Judi Dench,Colm Feore,Vin Diesel,Colm Feore,Thandie Newton,Judi Dench,105000000.0,David Twohy,115772733.0,6.7,38.0,195793,,0,0,5,0,2004-06-03,119.0,The Chronicles of Riddick,2004-01-01,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,2000,10772733.0,137122977.17058554,151191445.94414568,,14068468.773560131
517,Richard Linklater,Richard Linklater,Kim Krizan,Ethan Hawke,Julie Delpy,Andrea Eckert,Ethan Hawke,Julie Delpy,Andrea Eckert,Hanno Pöschl,2500000.0,Richard Linklater,17200000.0,8.1,77.0,212741,,0,0,7,1,1995-01-24,101.0,Before Sunrise,1995-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,14700000.0,4046850.0501032155,27842328.344710123,,23795478.294606905
518,Jay Roach,Mike Myers,Mike Myers,Elizabeth Hurley,Michael York,Mike Myers,Elizabeth Hurley,Michael York,Mimi Rogers,Robert Wagner,17000000.0,Jay Roach,67683989.0,7.0,51.0,195925,,0,0,6,3,1997-05-02,94.0,Austin Powers: International Man of Mystery,1997-01-01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1990,50683989.0,26124221.778398044,104011267.02839139,,77887045.24999335
519,Gore Verbinski,John Logan,John Logan,Johnny Depp,Isla Fisher,Timothy Olyphant,Johnny Depp,Isla Fisher,Abigail Breslin,Ned Beatty,135000000.0,Gore Verbinski,245724603.0,7.2,75.0,201819,,0,1,24,45,2011-02-14,107.0,Rango,2011-01-01,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2010,110724603.0,148041425.9932439,269462375.03513885,,121420949.0418949
520,Bryan Singer,Christopher McQuarrie,Nathan Alexander,Tom Cruise,Bill Nighy,Carice van Houten,Tom Cruise,Kenneth Branagh,Bill Nighy,Tom Wilkinson,75000000.0,Bryan Singer,200276784.0,7.1,56.0,200793,,0,0,11,2,2008-12-25,121.0,Valkyrie,2008-01-01,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2000,125276784.0,85928790.49186471,229460557.50293925,,143531767.01107454
521,Jennifer Yuh Nelson,Jonathan Aibel,Glenn Berger,Jack Black,Angelina Jolie,Jackie Chan,Jack Black,Angelina Jolie,Dustin Hoffman,Gary Oldman,150000000.0,Jennifer Yuh Nelson,665692281.0,7.3,67.0,207520,,1,0,46,5,2011-05-22,90.0,Kung Fu Panda 2,2011-01-01,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2010,515692281.0,164490473.32582656,730000255.940261,,565509782.6144344
522,José Padilha,Joshua Zetumer,Edward Neumeier,Joel Kinnaman,Gary Oldman,Michael Keaton,Joel Kinnaman,Gary Oldman,Michael Keaton,Abbie Cornish,100000000.0,Jos? Padilha,242688965.0,6.2,52.0,196055,,0,0,1,4,2014-01-30,117.0,RoboCop,2014-01-01,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2010,142688965.0,104195739.68712066,252871562.22076735,,148675822.5336467
523,Jon Turteltaub,Marianne Wibberley,Cormac Wibberley,Nicolas Cage,Diane Kruger,Justin Bartha,Nicolas Cage,Justin Bartha,Diane Kruger,Jon Voight,130000000.0,Jon Turteltaub,457364600.0,6.5,48.0,195554,,0,0,5,1,2007-12-13,124.0,National Treasure: Book of Secrets,2007-01-01,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,2000,327364600.0,154657626.2763301,544114795.2217171,,389457168.94538695
524,Steven Spielberg,J.M. Barrie,J.M. Barrie,Dustin Hoffman,Robin Williams,Julia Roberts,Dustin Hoffman,Robin Williams,Julia Roberts,Bob Hoskins,70000000.0,Steven Spielberg,300854823.0,6.7,52.0,199977,,5,0,13,5,1991-12-08,142.0,Hook,1991-01-01,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1990,230854823.0,126783307.8071876,544905280.424085,,418121972.61689734
