,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre: Film-Noir,Genre:  Comedy,Genre: Fantasy,Genre: War,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Animation,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: PASSED,Content Rating: X,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: GP,Content Rating: TV-PG,Content Rating: PG,Content Rating: PG-13,Content Rating: NR,Content Rating: G,Content Rating: APPROVED,Content Rating: UNRATED,Content Rating: TV-13,Content Rating: NOT RATED,Content Rating: TV-G,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
48,Patrice Leconte,Serge Frydman,Serge Frydman,Vanessa Paradis,Daniel Auteuil,Frédéric Pfluger,Vanessa Paradis,Daniel Auteuil,Frédéric Pfluger,Demetre Georgalas,,Patrice Leconte,1708496.0,7.6,75.0,11744,,0,0,17,6,1999-03-31,90.0,La fille sur le pont,1999-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,2529989.493165241,,
49,Nanni Moretti,Nanni Moretti,Francesco Piccolo,Michel Piccoli,Nanni Moretti,Jerzy Stuhr,Michel Piccoli,Jerzy Stuhr,Renato Scarpa,Franco Graziosi,,Nanni Moretti,16157875.0,6.7,64.0,11669,,0,0,18,16,2011-04-15,102.0,Habemus Papam,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,17718776.711263597,,
50,John Harrison,Michael McDowell,Arthur Conan Doyle,Debbie Harry,Matthew Lawrence,Christian Slater,Debbie Harry,David Forrester,Matthew Lawrence,Christian Slater,,John Harrison,16324573.0,6.2,54.0,12350,,0,0,0,1,1990-05-04,93.0,Tales from the Darkside: The Movie,1990-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,30819052.988310244,,
51,Srdjan Dragojevic,Vanja Bulic,Srdjan Dragojevic,Dragan Bjelogrlic,Nikola Kojo,Dragan Maksimovic,Dragan Bjelogrlic,Nikola Kojo,Dragan Maksimovic,Zoran Cvijanovic,,Srdjan Dragojevic,,8.7,nan,12207,,0,0,2,6,1996-05-09,115.0,Lepa sela lepo gore,1996-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,,,,,
52,Wolf Rilla,Stirling Silliphant,Wolf Rilla,George Sanders,Barbara Shelley,Michael Gwynn,George Sanders,Barbara Shelley,Michael Gwynn,Laurence Naismith,,Wolf Rilla,2175000.0,7.3,nan,12099,,0,0,2,0,1960-06-01,77.0,Village of the Damned,1960-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,,,18140492.81487743,,
53,Rick Rosenthal,Richard Di Lello,Sean Penn,Reni Santoni,Jim Moody,Sean Penn,Reni Santoni,Jim Moody,Eric Gurry,Esai Morales,,Rick Rosenthal,9200000.0,7.2,nan,11808,,0,0,0,1,1983-03-25,123.0,Bad Boys,1983-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,22784686.746987954,,
54,Marco Brambilla,Max D. Adams,Max D. Adams,Alicia Silverstone,Benicio Del Toro,Christopher Walken,Alicia Silverstone,Benicio Del Toro,Christopher Walken,Jack Thompson,,Marco Brambilla,14327206.0,5.3,34.0,11497,,0,0,3,2,1997-08-29,101.0,Excess Baggage,1997-01-01,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,22016888.647576183,,
55,Matthew Robbins,Hal Barwood,Matthew Robbins,Peter MacNicol,Caitlin Clarke,Ralph Richardson,Peter MacNicol,Caitlin Clarke,Ralph Richardson,John Hallam,,Matthew Robbins,14914786.0,6.7,nan,12036,,2,0,5,0,1981-06-26,108.0,Dragonslayer,1981-01-01,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1980,,,40462087.96078087,,
56,John Wayne,James Edward Grant,John Wayne,Richard Widmark,Laurence Harvey,John Wayne,Richard Widmark,Laurence Harvey,Frankie Avalon,Patrick Wayne,,John Wayne,17262932.0,6.9,nan,11979,,0,1,8,6,1960-10-24,167.0,The Alamo,1960-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,,,143980732.8320541,,
57,Marc Evans,Angela Pell,Alan Rickman,Sigourney Weaver,Carrie-Anne Moss,Alan Rickman,Emily Hampshire,Jackie Brown,Callum Keith Rennie,Scott Wickware,,Marc Evans,26014.0,7.6,54.0,11404,,0,0,7,3,2006-02-09,112.0,Snow Cake,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,31830.915786560145,,
58,Ang Lee,Ang Lee,Neil Peng,Winston Chao,May Chin,Ah-Lei Gua,Ah-Lei Gua,Sihung Lung,May Chin,Winston Chao,,Ang Lee,30000000.0,7.7,nan,11792,,1,0,9,12,1993-02-01,106.0,Xi yan,1993-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,51226328.24948977,,
59,Justin Benson,Gregg Bishop,T.J. Cimfel,David White,Patrick Lawrie,Emilia Ares,Celia K. Milius,Patrick Lawrie,Emilia Ares,Celia K. Milius,,Nacho Vigalondo Marcel Sarmiento Aaron Moorhead Todd Lincoln Gregg Bishop Justin Benson,2567.0,4.2,38.0,12656,,0,0,0,0,2014-08-25,81.0,V/H/S Viral,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,2674.7046377683873,,
60,Atif Yilmaz,Chingiz Aitmatov,Ali Özgentürk,Türkan Soray,Kadir Inanir,Ahmet Mekin,Türkan Soray,Kadir Inanir,Ahmet Mekin,Hülya Tuglu,,Atif Yilmaz,,8.7,nan,12384,,0,0,1,2,1977-01-01,90.0,Selvi Boylum Al Yazmalim,1977-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1970,,,,,
61,Michelangelo Antonioni,Michelangelo Antonioni,Michelangelo Antonioni,Mark Frechette,Daria Halprin,Paul Fix,Mark Frechette,Daria Halprin,Paul Fix,G.D. Spradlin,,Michelangelo Antonioni,891918.0,7.1,nan,12271,,0,0,1,1,1970-02-09,113.0,Zabriskie Point,1970-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,5666671.503979395,,
62,Maïwenn,Maïwenn,Emmanuelle Bercot,Karin Viard,Joey Starr,Marina Foïs,Karin Viard,Joey Starr,Marina Foïs,Nicolas Duvauchelle,,Ma�wenn,171320.0,7.3,74.0,11765,,0,0,22,7,2011-05-13,127.0,Polisse,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,187870.05260120402,,
63,Elia Kazan,Laura Z. Hobson,Moss Hart,Gregory Peck,Dorothy McGuire,John Garfield,Gregory Peck,Dorothy McGuire,John Garfield,Celeste Holm,,Elia Kazan,,7.4,nan,12307,,0,3,8,9,1947-11-11,118.0,Gentleman's Agreement,1947-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1940,,,,,
64,Phil Joanou,Robert Berger,Wesley Strick,Richard Gere,Kim Basinger,Uma Thurman,Richard Gere,Kim Basinger,Uma Thurman,Eric Roberts,,Phil Joanou,28590665.0,5.8,nan,11644,,0,0,4,1,1992-02-07,124.0,Final Analysis,1992-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,50260820.120273,,
65,Malcolm D. Lee,Malcolm D. Lee,Martin Lawrence,Louis C.K.,James Earl Jones,Martin Lawrence,James Earl Jones,Margaret Avery,Joy Bryant,Cedric the Entertainer,,Malcolm D. Lee,43650785.0,5.4,46.0,11610,,0,0,0,0,2008-02-08,114.0,Welcome Home Roscoe Jenkins,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,50011455.45427242,,
66,James Foley,Elliott Lewitt,Nicholas Kazan,Sean Penn,Christopher Walken,Mary Stuart Masterson,Sean Penn,Christopher Walken,Mary Stuart Masterson,Chris Penn,,James Foley,2347000.0,7.0,67.0,11835,,0,0,2,2,1986-02-01,111.0,At Close Range,1986-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,5281825.985032108,,
67,Charles Barton,Robert Lees,Frederic I. Rinaldo,Bud Abbott,Lou Costello,Lon Chaney Jr.,Bud Abbott,Lou Costello,Lon Chaney Jr.,Bela Lugosi,,Charles Barton,3200000.0,7.6,nan,12092,,0,0,2,2,1948-06-15,83.0,Bud Abbott Lou Costello Meet Frankenstein,1948-01-01,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1940,,,32832199.648827422,,
68,Brian De Palma,Brian De Palma,Louisa Rose,Margot Kidder,Jennifer Salt,Charles Durning,Margot Kidder,Jennifer Salt,Charles Durning,William Finley,,Brian De Palma,,7.0,nan,11972,,0,0,1,0,1972-11-18,93.0,Sisters,1972-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1970,,,,,
69,Hart Bochner,David Zucker,Robert LoCash,Jon Lovitz,Tia Carrere,Louise Fletcher,Jon Lovitz,Tia Carrere,Louise Fletcher,Mekhi Phifer,,Hart Bochner,20951277.0,5.5,33.0,11477,,0,0,0,0,1996-10-25,86.0,High School High,1996-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1990,,,32948871.828581452,,
70,Eran Kolirin,Eran Kolirin,Sasson Gabai,Ronit Elkabetz,Saleh Bakri,Sasson Gabai,Ronit Elkabetz,Saleh Bakri,Khalifa Natour,Rubi Moskovitz,,Eran Kolirin,3053823.0,7.6,80.0,11577,,0,0,15,46,2007-05-19,87.0,Bikur Ha-Tizmoret,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2000,,,3633053.9711389327,,
71,Victor Heerman,George S. Kaufman,Morrie Ryskind,Groucho Marx,Harpo Marx,Chico Marx,The Marx Brothers,Groucho Marx,Harpo Marx,Chico Marx,,Victor Heerman,,7.7,nan,11556,,0,0,2,0,1930-08-20,97.0,Animal Crackers,1930-01-01,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1930,,,,,
72,James Ivory,E.M. Forster,Kit Hesketh-Harvey,James Wilby,Rupert Graves,Hugh Grant,James Wilby,Hugh Grant,Rupert Graves,Denholm Elliott,,James Ivory,3130592.0,7.7,74.0,12239,,1,0,1,3,1987-09-15,140.0,Maurice,1987-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,6796215.604382838,,
73,Jackie Chan,Sammo Kam-Bo Hung,Jackie Chan,Jack Maeby,Jackie Chan,Sammo Kam-Bo Hung,Biao Yuen,Jackie Chan,Sammo Kam-Bo Hung,Biao Yuen,,Jackie Chan Sammo Kam-Bo Hung,,7.4,nan,12032,,0,0,3,1,1983-12-22,105.0,'A' gai wak,1983-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,,,
74,Peter Medak,Hilary Henkin,Gary Oldman,Lena Olin,Wallace Wood,Gary Oldman,Wallace Wood,Juliette Lewis,David Proval,Will Patton,,Peter Medak,3275585.0,6.6,nan,11567,,0,0,2,0,1993-09-13,110.0,Romeo Is Bleeding,1993-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,5593206.413970165,,
75,Tarun Mansukhani,Anvita Dutt Guptan,Tarun Mansukhani,Abhishek Bachchan,John Abraham,Priyanka Chopra,Abhishek Bachchan,John Abraham,Priyanka Chopra,Kiron Kher,,Tarun Mansukhani,1235028.0,6.5,nan,11911,,0,0,10,2,2008-11-13,145.0,Dostana,2008-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,1414992.8301811558,,
76,Oliver Stone,Le Ly Hayslip,Jay Wurts,Hiep Thi Le,Tommy Lee Jones,Haing S. Ngor,Haing S. Ngor,Bussaro Sanruck,Supak Pititam,Joan Chen,,Oliver Stone,5864949.0,6.8,nan,11609,,0,0,2,0,1993-12-25,140.0,Heaven & Earth,1993-01-01,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,10014660.088017227,,
77,D.W. Griffith,D.W. Griffith,Anita Loos,Lillian Gish,Robert Harron,Mae Marsh,Lillian Gish,Mae Marsh,Robert Harron,F.A. Turner,,D.W. Griffith,2180000.0,8.0,nan,11844,,0,0,0,1,1916-09-05,163.0,Intolerance: Love's Struggle Throughout the Ages,1916-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1910,,,49409349.47914529,,
78,Roy Andersson,Roy Andersson,Elisabeth Helander,Jörgen Nohall,Jan Wikbladh,Elisabeth Helander,Jörgen Nohall,Jan Wikbladh,Björn Englund,Birgitta Persson,,Roy Andersson,21438.0,7.5,81.0,11920,,0,0,6,10,2007-05-24,95.0,Du levande,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,25504.232247015116,,
79,Rob Epstein,Jeffrey Friedman,Rob Epstein,Jeffrey Friedman,James Franco,Todd Rotondi,Jon Prescott,James Franco,Todd Rotondi,Jon Prescott,,Jeffrey Friedman Rob Epstein,617334.0,6.8,63.0,11576,,0,0,7,2,2010-01-21,84.0,Howl,2010-01-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,698341.2958902665,,
80,George Cukor,Donald Ogden Stewart,Sidney Buchman,Katharine Hepburn,Cary Grant,Doris Nolan,Katharine Hepburn,Cary Grant,Doris Nolan,Lew Ayres,,George Cukor,,7.9,nan,11918,,1,0,0,1,1938-05-24,95.0,Holiday,1938-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1930,,,,,
81,George Cukor,Moss Hart,Dorothy Parker,Judy Garland,James Mason,Jack Carson,Judy Garland,James Mason,Jack Carson,Charles Bickford,,George Cukor,14933000.0,7.8,nan,11643,,6,0,5,5,1954-09-29,154.0,A Star Is Born,1954-01-01,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1950,,,137188386.48044693,,
82,Robert Zemeckis,Robert Zemeckis,Bob Gale,Kurt Russell,Jack Warden,Gerrit Graham,Kurt Russell,Jack Warden,Gerrit Graham,Frank McRae,,Robert Zemeckis,11715321.0,6.8,68.0,11601,,0,0,1,0,1980-07-11,113.0,Used Cars,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,35066921.0136421,,
83,Gabriele Salvatores,Enzo Monteleone,Diego Abatantuono,Claudio Bigagli,Giuseppe Cederna,Diego Abatantuono,Claudio Bigagli,Giuseppe Cederna,Claudio Bisio,Gigio Alberti,,Gabriele Salvatores,4532791.0,7.4,nan,11673,,0,1,17,8,1991-01-31,96.0,Mediterraneo,1991-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,8209746.236837854,,
84,Kaneto Shindô,Kaneto Shindô,Nobuko Otowa,Jitsuko Yoshimura,Kei Satô,Nobuko Otowa,Jitsuko Yoshimura,Kei Satô,Jûkichi Uno,Taiji Tonoyama,,Kaneto Shind�,,8.0,nan,12254,,0,0,0,2,1964-11-21,103.0,Onibaba,1964-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,,,,,
85,Nagisa Ôshima,Laurens van der Post,Nagisa Ôshima,David Bowie,Tom Conti,Ryuichi Sakamoto,David Bowie,Tom Conti,Ryuichi Sakamoto,Takeshi Kitano,,Nagisa �shima,2306560.0,7.3,nan,12139,,0,0,6,8,1983-05-11,123.0,Merry Christmas Mr. Lawrence,1983-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,5712418.159036145,,
86,Phillip Noyce,Ryôzô Kasahara,Charles Robert Carner,Rutger Hauer,Terry O'Quinn,Brandon Call,Rutger Hauer,Terry O'Quinn,Brandon Call,Noble Willingham,,Phillip Noyce,2692037.0,6.3,nan,11817,,0,0,0,0,1989-08-17,86.0,Blind Fury,1989-01-01,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,5356617.971829358,,
87,Jaume Balagueró,Jaume Balagueró,Manu Díez,Manuela Velasco,Paco Manzanedo,Héctor Colomé,Manuela Velasco,Paco Manzanedo,Héctor Colomé,Ismael Fritschi,,Jaume Balaguer�,708.0,5.4,53.0,12709,,0,0,11,2,2014-09-09,95.0,[REC] 4: Apocalipsis,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,737.7058369848143,,
88,Santosh Sivan,Saket Chaudhary,Santosh Sivan,Shah Rukh Khan,Kareena Kapoor Khan,Danny Denzongpa,Shah Rukh Khan,Kareena Kapoor Khan,Danny Denzongpa,Rahul Dev,,Santosh Sivan,702777.0,6.7,nan,11732,,0,0,17,2,2001-09-13,176.0,Asoka,2001-01-01,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,979028.4249644149,,
89,David R. Ellis,Chris Hauty,Julie Hickson,Michael J. Fox,Sally Field,Ralph Waite,Michael J. Fox,Sally Field,Ralph Waite,Al Michaels,,David R. Ellis,49142277.0,5.9,nan,11693,,0,0,2,0,1996-03-08,89.0,Homeward Bound II: Lost in San Francisco,1996-01-01,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1990,,,77283240.8371884,,
90,Stuart Zicherman,Ben Karlin,Stuart Zicherman,Adam Scott,Richard Jenkins,Catherine O'Hara,Adam Scott,Richard Jenkins,Catherine O'Hara,Amy Poehler,,Stuart Zicherman,172344.0,5.7,50.0,11603,,0,0,1,0,2013-01-23,88.0,A.C.O.D.,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,182488.2142830297,,
91,Slobodan Sijan,Dusan Kovacevic,Dusan Kovacevic,Bogdan Diklic,Danilo 'Bata' Stojkovic,Pavle Vuisic,Bogdan Diklic,Danilo 'Bata' Stojkovic,Pavle Vuisic,Mija Aleksic,,Slobodan Sijan,,9.0,nan,11915,,0,0,0,2,1982-03-04,92.0,Maratonci trce pocasni krug,1982-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1980,,,,,
92,Michael Cimino,Robert Daley,Oliver Stone,Mickey Rourke,John Lone,Ariane,Mickey Rourke,John Lone,Ariane,Leonard Termo,,Michael Cimino,18700000.0,6.9,nan,11674,,0,0,7,1,1985-08-16,134.0,Year of the Dragon,1985-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,42882339.31116134,,
93,Martin Ritt,John le Carré,Paul Dehn,Richard Burton,Oskar Werner,Claire Bloom,Richard Burton,Claire Bloom,Oskar Werner,Sam Wanamaker,,Martin Ritt,7600000.0,7.7,nan,12064,,2,0,3,10,1965-05-26,112.0,The Spy Who Came in from the Cold,1965-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1960,,,59498050.25755071,,
94,Christopher Leone,Laura Harkcom,Christopher Leone,Mark Hapka,Jessica Rothe,Eric Jungmann,Mark Hapka,Jessica Rothe,Eric Jungmann,Constance Wu,,Christopher Leone,,6.2,nan,11999,,0,0,1,0,2015-03-01,83.0,Parallels,2015-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2010,,,,,
95,Anees Bazmee,Anees Bazmee,Vipul Binjola,Akshay Kumar,Katrina Kaif,Om Puri,Akshay Kumar,Katrina Kaif,Om Puri,Kiron Kher,,Anees Bazmee,,5.8,nan,12018,,0,0,4,2,2008-08-07,135.0,Singh Is Kinng,2008-01-01,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2000,,,,,
