,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Content Rating,Directors,Genres,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,URL,Year
4486,Woody Allen,Woody Allen,Woody Allen,Mia Farrow,Nick Apollo Forte,Woody Allen,Mia Farrow,Nick Apollo Forte,Sandy Baron,Corbett Monica,"$8,000,000",PG,Woody Allen,Comedy,"$10,600,497",7.5,80.0,20438,,2,0,2,3,1984-01-27,84.0,Broadway Danny Rose,http://www.imdb.com/title/tt0087003/,1984
4487,Bora Dagtekin,Bora Dagtekin,Simon Hauschild,Elyas M'Barek,Karoline Herfurth,Katja Riemann,Elyas M'Barek,Karoline Herfurth,Katja Riemann,Jana Pallaske,"€5,000,000",NR,Bora Dagtekin,Comedy,"$78,790,601",7.0,,22160,,0,0,4,5,2013-11-07,119.0,Fack ju G�hte,http://www.imdb.com/title/tt2987732/,2013
4488,Justin Simien,Justin Simien,Tyler James Williams,Tessa Thompson,Kyle Gallner,Tyler James Williams,Tessa Thompson,Kyle Gallner,Teyonah Parris,Brandon P Bell,,R,Justin Simien,"Comedy, Drama, Romance","$4,404,154,",6.2,79.0,22413,,0,0,26,14,2014-01-18,108.0,Dear White People,http://www.imdb.com/title/tt2235108/,2014
4489,Morgan Matthews,James Graham,Asa Butterfield,Rafe Spall,Sally Hawkins,Asa Butterfield,Rafe Spall,Sally Hawkins,Eddie Marsan,Jo Yang,,PG-13,Morgan Matthews,"Drama, Romance","$139,511,",7.2,65.0,23224,,0,0,8,4,2014-09-05,111.0,X+Y,http://www.imdb.com/title/tt3149038/,2014
4490,Wei Lo,Wei Lo,Bruce Lee,Nora Miao,James Tien,Bruce Lee,Nora Miao,James Tien,Maria Yi,Robert Baker,"$100,000",R,Wei Lo,"Action, Drama, Romance, Thriller",,7.4,,20664,,0,0,1,2,1972-03-22,106.0,Jing wu men,http://www.imdb.com/title/tt0068767/,1972
4491,Xavier Dolan,Xavier Dolan,Xavier Dolan,Monia Chokri,Niels Schneider,Monia Chokri,Niels Schneider,Xavier Dolan,Anne Dorval,Anne-Élisabeth Bossé,"CAD 600,000",NOT RATED,Xavier Dolan,"Drama, Romance","$62,985,",7.2,70.0,22040,"CAD 75,445 (Canada),",0,0,15,6,2010-05-16,101.0,Les amours imaginaires,http://www.imdb.com/title/tt1600524/,2010
4492,Andrei Tarkovsky,Eduard Abalov,Vladimir Bogomolov,Vladimir Bogomolov,Nikolay Burlyaev,Valentin Zubkov,Evgeniy Zharikov,Nikolay Burlyaev,Valentin Zubkov,Evgeniy Zharikov,,NOT RATED,"Eduard Abalov, Andrei Tarkovsky","Drama, War",,8.1,,22474,,0,0,0,2,1962-04-06,95.0,Ivanovo detstvo,http://www.imdb.com/title/tt0056111/,1962
4493,Jamie Linden,Jamie Linden,Channing Tatum,Rosario Dawson,Chris Pratt,Channing Tatum,Jenna Dewan Tatum,Justin Long,Max Minghella,Oscar Isaac,,PG-13,Jamie Linden,"Comedy, Drama, Romance","$203,373,",6.1,61.0,20978,,0,0,0,0,2011-09-12,100.0,10 Years,http://www.imdb.com/title/tt1715873/,2011
4494,Phil Traill,Tom Williams,Felicity Jones,Ed Westwick,Bill Nighy,Miquita Oliver,Rick Edwards,Felicity Jones,Bill Bailey,Rebecca Lacey,,R,Phil Traill,"Comedy, Romance, Sport","$1,201,",6.3,42.0,20777,"£677,716 (United Kingdom),",0,0,0,0,2011-02-17,97.0,Chalet Girl,http://www.imdb.com/title/tt1487118/,2011
4495,Jim Jarmusch,Jim Jarmusch,Masatoshi Nagase,Yûki Kudô,Screamin' Jay Hawkins,Masatoshi Nagase,Yûki Kudô,Screamin' Jay Hawkins,Cinqué Lee,Rufus Thomas,"$2,800,000",R,Jim Jarmusch,"Comedy, Crime, Drama","$367,879",7.6,80.0,20716,,0,0,8,1,1989-05-14,110.0,Mystery Train,http://www.imdb.com/title/tt0097940/,1989
4496,S. Shankar,Madhan Karky,Swanand Kirkire,Rajinikanth,Aishwarya Rai Bachchan,Danny Denzongpa,Rajinikanth,Aishwarya Rai Bachchan,Danny Denzongpa,Santhanam,"INR 1,900,000,000",NOT RATED,S. Shankar,"Action, Sci-Fi","$54,017,644",7.1,,20856,,0,0,6,11,2010-09-30,155.0,Enthiran,http://www.imdb.com/title/tt1305797/,2010
4497,Alejandro Jodorowsky,Alejandro Jodorowsky,Alejandro Jodorowsky,Brontis Jodorowsky,José Legarreta,Alejandro Jodorowsky,Brontis Jodorowsky,José Legarreta,Alfonso Arau,José Luis Fernández,"$1,000,000",NOT RATED,Alejandro Jodorowsky,"Drama, Western",,7.5,,20826,,0,0,0,2,1970-12-18,125.0,El Topo,http://www.imdb.com/title/tt0067866/,1970
4498,Sidney Poitier,Bruce Jay Friedman,Gene Wilder,Richard Pryor,Georg Stanford Brown,Gene Wilder,Richard Pryor,Georg Stanford Brown,JoBeth Williams,Miguel Ángel Suárez,,R,Sidney Poitier,"Comedy, Crime","$101,300,000",6.8,56.0,20552,,0,0,1,0,1980-12-12,111.0,Stir Crazy,http://www.imdb.com/title/tt0081562/,1980
4499,Ayan Mukherjee,Ayan Mukherjee,Niranjan Iyengar,Ranbir Kapoor,Konkona Sen Sharma,Supriya Pathak,Ranbir Kapoor,Konkona Sen Sharma,Supriya Pathak,Anupam Kher,,NR,Ayan Mukherjee,"Comedy, Drama, Romance","$717,977,",7.6,,22177,,0,0,13,2,2009-10-02,138.0,Wake Up Sid,http://www.imdb.com/title/tt1324059/,2009
4500,Aditya Chopra,Aditya Chopra,Aditya Chopra,Amitabh Bachchan,Shah Rukh Khan,Uday Chopra,Amitabh Bachchan,Shah Rukh Khan,Uday Chopra,Jugal Hansraj,"$4,000,000",NOT RATED,Aditya Chopra,"Musical, Drama, Romance",,7.1,,22502,,0,0,22,11,2000-10-27,216.0,Mohabbatein,http://www.imdb.com/title/tt0213890/,2000
4501,Xavier Dolan,Xavier Dolan,Xavier Dolan,Anne Dorval,Xavier Dolan,François Arnaud,Anne Dorval,Xavier Dolan,François Arnaud,Suzanne Clément,"CAD 800,000",NOT RATED,Xavier Dolan,"Drama, Romance",,7.5,77.0,22153,,0,0,13,28,2009-05-18,96.0,J'ai tu� ma m�re,http://www.imdb.com/title/tt1424797/,2009
4502,Yilmaz Erdogan,Yilmaz Erdogan,Yilmaz Erdogan,Tolga Çevik,Cem Yilmaz,Yilmaz Erdogan,Tolga Çevik,Cem Yilmaz,Özgü Namal,Demet Akbag,,NR,Yilmaz Erdogan,"Comedy, Drama",,7.4,,21947,"$2,667,052 (Turkey),",0,0,0,0,2005-12-22,106.0,Organize Isler,http://www.imdb.com/title/tt0470883/,2005
4503,Mike Leigh,Mike Leigh,Timothy Spall,Paul Jesson,Dorothy Atkinson,Timothy Spall,Paul Jesson,Dorothy Atkinson,Marion Bailey,Karl Johnson,"£8,200,000",R,Mike Leigh,"Biography, Drama, History","$25,187,026",6.8,94.0,20992,,4,0,62,19,2014-05-15,150.0,Mr. Turner,http://www.imdb.com/title/tt2473794/,2014
4504,Abbas Tyrewala,Abbas Tyrewala,Imran Khan,Genelia D'Souza,Manjari Phadnis,Imran Khan,Genelia D'Souza,Manjari Phadnis,Ayaz Khan,Karan Makhija,"INR 100,000,000",NR,Abbas Tyrewala,"Comedy, Drama, Romance","$600,922,",7.5,,21210,,0,0,10,6,2008-07-04,155.0,Jaane Tu... Ya Jaane Na,http://www.imdb.com/title/tt0473367/,2008
4505,Olivier Assayas,Olivier Assayas,Juliette Binoche,Kristen Stewart,Chloë Grace Moretz,Juliette Binoche,Kristen Stewart,Chloë Grace Moretz,Lars Eidinger,Johnny Flynn,,R,Olivier Assayas,Drama,"$4,733,798,",6.7,78.0,22420,,0,0,42,19,2014-05-23,124.0,Clouds of Sils Maria,http://www.imdb.com/title/tt2452254/,2014
4506,Abhinay Deo,Akshat Verma,Akshat Verma,Imran Khan,Vir Das,Kunaal Roy Kapur,Imran Khan,Vir Das,Kunaal Roy Kapur,Shenaz Treasury,,NOT RATED,"Akshat Verma, Abhinay Deo","Comedy, Crime","$1,531,757,",7.6,66.0,21849,,0,0,6,4,2011-06-30,103.0,Delhi Belly,http://www.imdb.com/title/tt1934231/,2011
4507,Ana Lily Amirpour,Ana Lily Amirpour,Sheila Vand,Arash Marandi,Marshall Manesh,Sheila Vand,Arash Marandi,Marshall Manesh,Mozhan Marnò,Dominic Rains,,NOT RATED,Ana Lily Amirpour,"Drama, Horror",,7.0,81.0,23562,,0,0,23,7,2014-01-19,101.0,A Girl Walks Home Alone at Night,http://www.imdb.com/title/tt2326554/,2014
4508,James Ponsoldt,Donald Margulies,David Lipsky,Jason Segel,Jesse Eisenberg,Anna Chlumsky,Anna Chlumsky,Joan Cusack,Jesse Eisenberg,Jason Segel,,R,James Ponsoldt,"Biography, Drama","$2,993,669,",7.3,82.0,22926,,0,0,16,4,2015-01-23,106.0,The End of the Tour,http://www.imdb.com/title/tt3416744/,2015
4509,Craig Zobel,Nissar Modi,Robert C. O'Brien,Chiwetel Ejiofor,Chris Pine,Margot Robbie,Chiwetel Ejiofor,Margot Robbie,Chris Pine,Silver Reel,,PG-13,Craig Zobel,"Drama, Sci-Fi, Thriller","$118,483,",6.0,68.0,22688,,0,0,3,0,2015-01-24,98.0,Z for Zachariah,http://www.imdb.com/title/tt1598642/,2015
4510,Marielle Heller,Phoebe Gloeckner,Marielle Heller,Bel Powley,Alexander Skarsgård,Kristen Wiig,Bel Powley,Willie,Kristen Wiig,Abby Wait,"$2,000,000",R,Marielle Heller,"Drama, Romance","$1,477,002,",6.9,87.0,24065,,0,0,35,16,2015-01-24,102.0,The Diary of a Teenage Girl,http://www.imdb.com/title/tt3172532/,2015
4511,Kyle Patrick Alvarez,Tim Talbott,Philip Zimbardo,Ezra Miller,Tye Sheridan,Billy Crudup,Billy Crudup,Michael Angarano,Moises Arias,Nicholas Braun,,R,Kyle Patrick Alvarez,"Biography, Drama, History, Thriller","$643,557,",6.9,67.0,25652,,0,0,3,4,2015-01-26,122.0,The Stanford Prison Experiment,http://www.imdb.com/title/tt0420293/,2015
4512,Ramin Bahrani,Ramin Bahrani,Ramin Bahrani,Andrew Garfield,Michael Shannon,Laura Dern,Michael Shannon,Douglas M. Griffin,Randy Austin,Carl Palmer,"$8,000,000",R,Ramin Bahrani,Drama,"$1,410,915,",7.1,76.0,23353,,0,0,23,12,2014-08-29,112.0,99 Homes,http://www.imdb.com/title/tt2891174/,2014
4513,David Wnendt,David Wnendt,Mizzi Meyer,Oliver Masucci,Thomas M. Köppl,Marc-Marvin Israel,Oliver Masucci,Thomas M. Köppl,Marc-Marvin Israel,David Gebigke,"€2,956,960",NOT RATED,David Wnendt,Comedy,,7.1,,27258,,0,0,7,2,2015-10-08,116.0,Er ist wieder da,http://www.imdb.com/title/tt4176826/,2015
4514,Kirk Jones,Nia Vardalos,Nia Vardalos,John Corbett,Michael Constantine,Nia Vardalos,John Corbett,Michael Constantine,Lainie Kazan,Andrea Martin,"$18,000,000",PG-13,Kirk Jones,"Comedy, Family, Romance","$26,120,000,",6.0,37.0,22926,,0,0,3,0,2016-03-15,94.0,My Big Fat Greek Wedding 2,http://www.imdb.com/title/tt3760922/,2016
4515,James Cox,James Cox,Captain Mauzner,Val Kilmer,Lisa Kudrow,Kate Bosworth,Kate Bosworth,Carrie Fisher,Val Kilmer,Kim Marriner,"$5,000,000",R,James Cox,"Crime, Drama, Mystery, Thriller","$2,466,444",6.6,43.0,19578,,0,0,3,0,2003-09-08,104.0,Wonderland,http://www.imdb.com/title/tt0335563/,2003
4516,Mike Mills,Walter Kirn,Mike Mills,Lou Taylor Pucci,Tilda Swinton,Vincent D'Onofrio,Ted Beckman,Benjamin Bratt,Vincent D'Onofrio,Arvin V. Entena,"$4,000,000",R,Mike Mills,"Comedy, Drama","$1,325,073,",6.6,69.0,19510,,0,0,4,5,2005-01-23,96.0,Thumbsucker,http://www.imdb.com/title/tt0318761/,2005
4517,Robert Shaye,Bruce Joel Rubin,Toby Emmerich,Joely Richardson,Rainn Wilson,Timothy Hutton,Chris O'Neil,Rhiannon Leigh Wryn,Joely Richardson,Timothy Hutton,,PG,Robert Shaye,"Drama, Family, Sci-Fi","$27,297,450",6.3,59.0,19658,,0,0,7,0,2007-01-23,90.0,The Last Mimzy,http://www.imdb.com/title/tt0768212/,2007
4518,David Mamet,David Mamet,Steve Martin,Ben Gazzara,Campbell Scott,Campbell Scott,Ricky Jay,Rebecca Pidgeon,Richard L. Friedman,Ben Gazzara,"$10,000,000",PG,David Mamet,"Drama, Mystery, Thriller","$10,200,000",7.3,70.0,19627,,0,0,3,0,1997-09-08,110.0,The Spanish Prisoner,http://www.imdb.com/title/tt0120176/,1997
4519,Jonathan Kaplan,Adam Fields,David Arata,Claire Danes,Kate Beckinsale,Bill Pullman,Claire Danes,Kate Beckinsale,Bill Pullman,Jacqueline Kim,"$25,000,000",PG-13,Jonathan Kaplan,"Drama, Mystery, Thriller","$10,114,315,",6.4,44.0,19720,,0,0,1,0,1999-08-13,100.0,Brokedown Palace,http://www.imdb.com/title/tt0120620/,1999
4520,Susannah Grant,Susannah Grant,Jennifer Garner,Timothy Olyphant,Kevin Smith,Jennifer Garner,Timothy Olyphant,Sam Jaeger,Kevin Smith,Juliette Lewis,,PG-13,Susannah Grant,"Comedy, Drama, Romance","$15,269,668,",6.0,43.0,20134,,0,0,0,0,2006-10-20,124.0,Catch and Release,http://www.imdb.com/title/tt0395495/,2006
4521,Lars von Trier,Lars von Trier,Bryce Dallas Howard,Isaach De Bankolé,Danny Glover,Bryce Dallas Howard,Isaach De Bankolé,Danny Glover,Willem Dafoe,Michaël Abiteboul,"$14,200,000",NOT RATED,Lars von Trier,Drama,"$469,101,",7.4,46.0,19941,"€11,766 (Netherlands),",0,0,15,1,2005-05-16,139.0,Manderlay,http://www.imdb.com/title/tt0342735/,2005
4522,Jane Campion,Jane Campion,Susanna Moore,Meg Ryan,Mark Ruffalo,Jennifer Jason Leigh,Jennifer Jason Leigh,Meg Ryan,Michael Nuccio,Allison Nega,"$12,000,000",R,Jane Campion,"Mystery, Thriller","$23,726,793",5.3,46.0,19624,,0,0,2,1,2003-09-09,119.0,In the Cut,http://www.imdb.com/title/tt0199626/,2003
4523,John Huston,Richard Condon,Richard Condon,Jack Nicholson,Kathleen Turner,Robert Loggia,Jack Nicholson,Kathleen Turner,Robert Loggia,John Randolph,,R,John Huston,"Comedy, Crime, Drama, Romance","$26,700,000",6.8,,19928,,0,1,24,25,1985-06-13,130.0,Prizzi's Honor,http://www.imdb.com/title/tt0089841/,1985
4524,Peter Weir,Peter Weir,Gérard Depardieu,Andie MacDowell,Bebe Neuwirth,Gérard Depardieu,Andie MacDowell,Bebe Neuwirth,Gregg Edelman,Robert Prosky,,PG-13,Peter Weir,"Comedy, Drama, Romance","$29,888,235",6.2,58.0,19896,,1,0,3,3,1990-12-23,103.0,Green Card,http://www.imdb.com/title/tt0099699/,1990
4525,Fred Wolf,Peter Gaulke,Fred Wolf,Steve Zahn,Allen Covert,Justin Long,Steve Zahn,Allen Covert,Jonah Hill,Kevin Heffernan,"$20,000,000",R,Fred Wolf,"Adventure, Comedy","$6,563,357,",5.3,12.0,19539,,0,0,0,0,2008-02-01,87.0,Strange Wilderness,http://www.imdb.com/title/tt0489282/,2008
4526,Chris Kentis,Laura Lau,Gustavo Hernández,Laura Lau,Elizabeth Olsen,Adam Trese,Eric Sheffer Stevens,Elizabeth Olsen,Adam Trese,Eric Sheffer Stevens,"$2,000,000",R,"Laura Lau, Chris Kentis","Drama, Horror, Mystery, Thriller","$12,555,230,",5.3,49.0,19816,,0,0,2,1,2011-01-21,86.0,Silent House,http://www.imdb.com/title/tt1767382/,2011
4527,David Mamet,David Mamet,Chiwetel Ejiofor,Tim Allen,Emily Mortimer,Max Martini,Matt Cable,Chiwetel Ejiofor,Alice Braga,Jose Pablo Cantillo,"$7,000,000",R,David Mamet,"Drama, Sport","$2,344,847,",6.8,69.0,19289,,0,0,1,0,2008-04-07,99.0,Redbelt,http://www.imdb.com/title/tt1012804/,2008
4528,Takeshi Kitano,Takeshi Kitano,Takeshi Kitano,Claude Maki,Omar Epps,Takeshi Kitano,Omar Epps,Claude Maki,Masaya Katô,Susumu Terajima,"$10,000,000",R,Takeshi Kitano,"Crime, Drama, Thriller","$447,750,",7.2,47.0,19811,,0,0,1,1,2000-09-02,114.0,Brother,http://www.imdb.com/title/tt0222851/,2000
4529,Hettie Macdonald,Jonathan Harvey,Jonathan Harvey,Glen Berry,Linda Henry,Meera Syal,Meera Syal,Martin Walsh,Steven M. Martin,Andrew Fraser,,R,Hettie Macdonald,"Comedy, Drama, Romance","$1,500,000",7.7,,20091,,0,0,3,4,1996-03-28,90.0,Beautiful Thing,http://www.imdb.com/title/tt0115640/,1996
4530,John Madden,Hossein Amini,Elmore Leonard,Thomas Jane,Diane Lane,Mickey Rourke,Thomas Jane,Diane Lane,Mickey Rourke,Joseph Gordon-Levitt,,R,John Madden,"Crime, Drama, Thriller","$17,007,",6.0,,19251,,0,0,0,0,2008-11-13,95.0,Killshot,http://www.imdb.com/title/tt0443559/,2008
4531,Jonas Åkerlund,Dave Callaham,Dennis Quaid,Ziyi Zhang,Lou Taylor Pucci,Dennis Quaid,Ziyi Zhang,Lou Taylor Pucci,Clifton Collins Jr.,Barry Shabaka Henley,"$20,000,000",R,Jonas �kerlund,"Crime, Drama, Mystery, Thriller",,5.6,,19869,,0,0,0,0,2009-02-06,90.0,Horsemen,http://www.imdb.com/title/tt0892767/,2009
4532,Jamin Winans,Jamin Winans,Christopher Soren Kelly,Quinn Hunchar,Jessica Duffy,Christopher Soren Kelly,Quinn Hunchar,Jessica Duffy,Jennifer Batter,Jeremy Make,,NOT RATED,Jamin Winans,"Action, Drama, Fantasy, Sci-Fi",,7.0,,19563,,0,0,1,1,2009-01-23,107.0,Ink,http://www.imdb.com/title/tt1071804/,2009
4533,Gary Nelson,Jeb Rosebrook,Bob Barbash,Maximilian Schell,Anthony Perkins,Robert Forster,Maximilian Schell,Anthony Perkins,Robert Forster,Joseph Bottoms,"$20,000,000",PG,Gary Nelson,"Action, Sci-Fi","$35,841,901,",5.9,,19728,,2,0,6,0,1979-12-18,98.0,The Black Hole,http://www.imdb.com/title/tt0078869/,1979
4534,Michael Davis,Michael Davis,Jonathan Tucker,Emmanuelle Chriqui,James DeBello,Jonathan Tucker,Emmanuelle Chriqui,James DeBello,Katherine Heigl,Larisa Oleynik,,R,Michael Davis,"Comedy, Romance",,5.9,,19282,,0,0,2,2,2000-09-01,94.0,100 Girls,http://www.imdb.com/title/tt0214388/,2000
4535,Pat Proft,Pat Proft,Leslie Nielsen,Richard Crenna,Kelly LeBrock,Leslie Nielsen,Richard Crenna,Kelly LeBrock,Melinda McGraw,Michael York,,PG-13,Pat Proft,"Action, Comedy, Thriller","$9,623,329",6.1,,20101,"DEM 2,671,907 (Germany),",0,0,1,0,1998-07-23,87.0,Wrongfully Accused,http://www.imdb.com/title/tt0120901/,1998
4536,Guillaume Canet,Guillaume Canet,François Cluzet,Marion Cotillard,Benoît Magimel,François Cluzet,Marion Cotillard,Benoît Magimel,Gilles Lellouche,Jean Dujardin,"$25,000,000",NOT RATED,Guillaume Canet,"Comedy, Drama","$53,315,368",7.1,50.0,20490,"$9,130,839 (France),",0,0,4,0,2010-09-11,154.0,Les petits mouchoirs,http://www.imdb.com/title/tt1440232/,2010
4537,George Sluizer,Tim Krabbé,Todd Graff,Jeff Bridges,Kiefer Sutherland,Nancy Travis,Jeff Bridges,Kiefer Sutherland,Nancy Travis,Sandra Bullock,,R,George Sluizer,"Drama, Horror, Mystery, Thriller","$14,543,394",6.3,,20188,,0,0,2,0,1993-02-05,109.0,The Vanishing,http://www.imdb.com/title/tt0108473/,1993
4538,Rod Lurie,Michael Bortman,Allison Burnett,Samuel L. Jackson,Josh Hartnett,Kathryn Morris,Samuel L. Jackson,Josh Hartnett,Kathryn Morris,Dakota Goyo,"$13,000,000",PG-13,Rod Lurie,"Drama, Sport","$3,242,427,",6.7,55.0,19133,,0,0,2,0,2007-01-20,112.0,Resurrecting the Champ,http://www.imdb.com/title/tt0416185/,2007
4539,Wim Wenders,Bono,Nicholas Klein,Jeremy Davies,Milla Jovovich,Mel Gibson,Jeremy Davies,Milla Jovovich,Mel Gibson,Jimmy Smits,"$8,000,000",R,Wim Wenders,"Drama, Mystery, Thriller","$52,526,",5.9,25.0,19311,,0,0,4,2,2000-02-09,122.0,The Million Dollar Hotel,http://www.imdb.com/title/tt0120753/,2000
4540,Jake West,Dan Schaffer,Danny Dyer,Noel Clarke,Emil Marwa,Danny Dyer,Noel Clarke,Emil Marwa,Lee Ingleby,Keith-Lee Castle,"$4,000,000",NOT RATED,Jake West,"Comedy, Horror, Sci-Fi",,6.1,,19457,"£56,484 (United Kingdom),",0,0,0,0,2009-06-12,89.0,Doghouse,http://www.imdb.com/title/tt1023500/,2009
4541,Rob Reiner,Alan Zweibel,Jessie Nelson,Bruce Willis,Michelle Pfeiffer,Colleen Rennison,Bruce Willis,Michelle Pfeiffer,Colleen Rennison,Jake Sandvig,"$50,000,000",R,Rob Reiner,"Comedy, Drama, Romance","$27,067,160,",5.9,37.0,19395,,0,0,4,1,1999-10-13,95.0,The Story of Us,http://www.imdb.com/title/tt0160916/,1999
4542,Christopher Cain,Robert Mark Kamen,Mark Lee,Pat Morita,Hilary Swank,Michael Ironside,Pat Morita,Hilary Swank,Michael Ironside,Constance Towers,"$12,000,000",PG,Christopher Cain,"Action, Drama, Family, Romance, Sport","$15,826,984",4.4,,20499,,0,0,0,1,1994-08-03,107.0,The Next Karate Kid,http://www.imdb.com/title/tt0110657/,1994
4543,Peter MacDonald,Sheldon Lettich,Jean-Claude Van Damme,Jean-Claude Van Damme,Adewale Akinnuoye-Agbaje,Steven Berkoff,Jean-Claude Van Damme,Adewale Akinnuoye-Agbaje,Steven Berkoff,Nicholas Farrell,"$20,000,000",R,Peter MacDonald,"Action, Adventure, Drama, War",,5.4,,20066,,0,0,1,0,1998-12-03,99.0,Legionnaire,http://www.imdb.com/title/tt0126388/,1998
4544,Kenneth Johnson,Brent Maddock,S.S. Wilson,Fisher Stevens,Michael McKean,Tim Blaney,Tim Blaney,Fisher Stevens,Michael McKean,Cynthia Gibb,,PG,Kenneth Johnson,"Comedy, Drama, Family, Sci-Fi","$21,630,088",5.6,,20202,,0,0,2,0,1988-07-06,110.0,Short Circuit 2,http://www.imdb.com/title/tt0096101/,1988
4545,Gregory Wilson,Daniel Farrands,Philip Nutman,William Atherton,Blythe Auffarth,Blanche Baker,William Atherton,Blythe Auffarth,Blanche Baker,Kevin Chamberlin,,R,Gregory Wilson,"Crime, Drama, Horror, Thriller",,6.7,29.0,20073,,0,0,1,1,2007-07-19,91.0,The Girl Next Door,http://www.imdb.com/title/tt0830558/,2007
4546,Mark Steven Johnson,Mark Steven Johnson,John Irving,Ian Michael Smith,Joseph Mazzello,Ashley Judd,Joseph Mazzello,Ashley Judd,Oliver Platt,David Strathairn,"$30,000,000",PG,Mark Steven Johnson,"Comedy, Drama, Family","$18,252,684,",6.9,39.0,19210,,0,0,3,2,1998-09-11,114.0,Simon Birch,http://www.imdb.com/title/tt0124879/,1998
4547,George Hickenlooper,Captain Mauzner,Simon Monjack,Sienna Miller,Guy Pearce,Hayden Christensen,Sienna Miller,Guy Pearce,Hayden Christensen,Jimmy Fallon,"$7,000,000",R,George Hickenlooper,"Biography, Drama","$2,581,387",6.4,45.0,19401,,0,0,1,0,2006-12-29,90.0,Factory Girl,http://www.imdb.com/title/tt0432402/,2006
4548,David Bruckner,Dan Bush,David Bruckner,Jacob Gentry,Anessa Ramsey,Justin Welborn,Scott Poythress,Anessa Ramsey,Sahr Ngaujah,AJ Bowen,"$50,000",R,"David Bruckner, Jacob Gentry, Dan Bush","Horror, Sci-Fi, Thriller","$597,420,",6.1,63.0,19016,,0,0,4,0,2007-01-22,103.0,The Signal,http://www.imdb.com/title/tt0780607/,2007
4549,Gordon Chan,Gordon Chan,Kwong Kim Yip,Jet Li,Shinobu Nakayama,Siu-Ho Chin,Jet Li,Shinobu Nakayama,Siu-Ho Chin,Billy Chow,,R,Gordon Chan,"Action, Drama, Thriller",,7.6,,19892,,0,0,2,0,1994-12-22,103.0,Jing wu ying xiong,http://www.imdb.com/title/tt0110200/,1994
4550,Donald Petrie,Amy Holden Jones,Amy Holden Jones,Annabeth Gish,Julia Roberts,Lili Taylor,Annabeth Gish,Julia Roberts,Lili Taylor,Vincent D'Onofrio,"$6,000,000",R,Donald Petrie,"Comedy, Drama, Romance","$12,793,213",6.2,60.0,20467,,0,0,4,1,1988-10-21,104.0,Mystic Pizza,http://www.imdb.com/title/tt0095690/,1988
4551,Zach Cregger,Trevor Moore,Zach Cregger,Trevor Moore,Zach Cregger,Trevor Moore,Raquel Alessi,Zach Cregger,Trevor Moore,Raquel Alessi,"$6,000,000",R,"Trevor Moore, Zach Cregger","Comedy, Romance","$4,542,775,",5.0,7.0,19313,,0,0,2,0,2009-03-13,90.0,Miss March,http://www.imdb.com/title/tt1151922/,2009
4552,Curtis Hanson,Eric Roth,Curtis Hanson,Eric Bana,Drew Barrymore,Robert Duvall,Phyllis Somerville,Eric Bana,Horatio Sanz,Drew Barrymore,"$55,000,000",PG-13,Curtis Hanson,"Drama, Romance, Sport","$5,755,286,",5.9,49.0,19017,,0,0,1,0,2007-05-01,124.0,Lucky You,http://www.imdb.com/title/tt0338216/,2007
4553,Mike Figgis,Richard Jefferies,Dennis Quaid,Sharon Stone,Stephen Dorff,Dennis Quaid,Sharon Stone,Stephen Dorff,Juliette Lewis,Kristen Stewart,,R,Mike Figgis,"Mystery, Thriller","$21,384,035,",4.9,37.0,19309,,0,0,1,0,2003-09-17,118.0,Cold Creek Manor,http://www.imdb.com/title/tt0331468/,2003
4554,Jessy Terrero,Bo Zenga,Chuck Wilson,Dwayne Adway,Snoop Dogg,Tom Arnold,Tom Arnold,Kevin Hart,Method Man,Snoop Dogg,"$16,000,000",R,Jessy Terrero,Comedy,"$13,922,211,",4.4,33.0,19433,,0,0,1,0,2004-05-28,86.0,Soul Plane,http://www.imdb.com/title/tt0367085/,2004
4555,David Mamet,David Mamet,Philip Seymour Hoffman,William H. Macy,Rebecca Pidgeon,Michael Higgins,Michael Bradshaw,Morris Lamore,Allen Soule,Clark Gregg,,R,David Mamet,"Comedy, Drama","$6,920,692,",6.8,75.0,19001,,0,0,8,7,2000-08-26,105.0,State and Main,http://www.imdb.com/title/tt0120202/,2000
4556,Robert Altman,Leigh Brackett,Raymond Chandler,Elliott Gould,Nina van Pallandt,Sterling Hayden,Elliott Gould,Nina van Pallandt,Sterling Hayden,Mark Rydell,"$1,700,000",R,Robert Altman,"Comedy, Crime, Drama, Mystery, Thriller","$959,000",7.7,,20596,,0,0,1,1,1973-03-07,112.0,The Long Goodbye,http://www.imdb.com/title/tt0070334/,1973
4557,Perry Andelin Blake,Dana Carvey,Harris Goldberg,Dana Carvey,Jennifer Esposito,Harold Gould,Dana Carvey,Jennifer Esposito,Harold Gould,James Brolin,"$16,000,000",PG,Perry Andelin Blake,"Adventure, Comedy, Family, Fantasy","$40,363,530,",3.3,12.0,19203,,0,0,6,1,2002-08-02,80.0,The Master of Disguise,http://www.imdb.com/title/tt0295427/,2002
