,Actor_0,Actor_1,Actor_2,Actor_3,Actor_4,Actor_5,Actor_6,Actor_7,Actor_8,Actor_9,Budget,Directors,Gross,IMDb Rating,Meta Score,Num Votes,Opening Weekend,Oscar Nominations,Oscar Wins,Other Nominations,Other Wins,Release Date,Runtime (mins),Title,Year,Genre:  Comedy,Genre: Fantasy,Genre: Film-Noir,Genre: War,Genre: Musical,Genre:  Sport,Genre: Biography,Genre: Action,Genre:  Fantasy,Genre:  Biography,Genre: Mystery,Genre:  Musical,Genre:  Romance,Genre: Thriller,Genre:  Film-Noir,Genre:  History,Genre: Western,Genre: Drama,Genre: Sci-Fi,Genre:  Horror,Genre: Romance,Genre: Adventure,Genre:  Family,Genre:  Sci-Fi,Genre: Animation,Genre:  Music,Genre: Music,Genre:  Mystery,Genre:  Thriller,Genre: Comedy,Genre:  Crime,Genre: Horror,Genre:  Drama,Genre:  War,Genre:  Western,Genre:  Adventure,Genre: Family,Genre:  Action,Genre: Crime,Content Rating: TV-MA,Content Rating: NC-17,Content Rating: TV-14,Content Rating: M,Content Rating: GP,Content Rating: PG,Content Rating: PG-13,Content Rating: G,Content Rating: NR,Content Rating: UNRATED,Content Rating: APPROVED,Content Rating: M/PG,Content Rating: NOT RATED,Content Rating: R,Decade,Profit,Budget_Adjusted,Gross_Adjusted,Open_Adjusted,Profit_Adjusted
1801,Alex van Warmerdam,Alex van Warmerdam,Jan Bijvoet,Hadewych Minis,Jeroen Perceval,Jan Bijvoet,Hadewych Minis,Jeroen Perceval,Alex van Warmerdam,Tom Dewispelaere,,Alex van Warmerdam,56474.0,6.8,66.0,13345,,0,0,22,11,2013-05-19,113.0,Borgman,2013-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,,59798.074858537686,,
1802,Mohit Suri,Tushar Hiranandani,Milap Zaveri,Sidharth Malhotra,Shraddha Kapoor,Riteish Deshmukh,Sidharth Malhotra,Riteish Deshmukh,Shraddha Kapoor,Shaad Randhawa,,Mohit Suri,414116.0,6.4,nan,13293,,0,0,8,7,2014-06-27,129.0,Ek Villain,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,,431491.2293627166,,
1803,Shûsuke Kaneko,Tsugumi Ôba,Takeshi Obata,Tatsuya Fujiwara,Takeshi Kaga,Shidô Nakamura,Tatsuya Fujiwara,Takeshi Kaga,Shidô Nakamura,Erika Toda,20000000.0,Sh�suke Kaneko,,7.3,nan,13506,,0,0,1,1,2006-10-16,141.0,Death Note: The Last Name,2006-01-01,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,,24472142.528300256,,,
1804,Thaddeus O'Sullivan,Gerard Stembridge,Kevin Spacey,Linda Fiorentino,Peter Mullan,Kevin Spacey,Linda Fiorentino,Peter Mullan,Stephen Dillane,Helen Baxendale,,Thaddeus O'Sullivan,,6.4,nan,12324,49099.12109375,0,0,0,0,2000-01-07,93.0,Ordinary Decent Criminal,2000-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,70332.35250333461,
1805,Terence Davies,Terence Rattigan,Terence Davies,Rachel Weisz,Tom Hiddleston,Ann Mitchell,Ann Mitchell,Jolyon Coy,Karl Johnson,Rachel Weisz,,Terence Davies,1124786.0,6.3,82.0,12831,,0,0,12,4,2011-09-11,98.0,The Deep Blue Sea,2011-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,1233443.876868421,,
1806,Alek Keshishian,Alek Keshishian,Brittany Murphy,Matthew Rhys,Catherine Tate,Brittany Murphy,Matthew Rhys,Catherine Tate,Santiago Cabrera,Elliot Cowan,,Alek Keshishian,,6.2,nan,12475,,0,0,0,0,2006-09-09,90.0,Love and Other Disasters,2006-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,,,
1807,Steve Miner,David Twohy,Julian Sands,Lori Singer,Richard E. Grant,Julian Sands,Lori Singer,Richard E. Grant,Mary Woronov,Kevin O'Brien,7000000.0,Steve Miner,9094451.0,6.2,nan,12687,,0,0,7,1,1989-05-01,103.0,Warlock,1989-01-01,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,2094451.0,13928607.14871508,18096147.88746272,,4167540.738747636
1808,Stuart Rosenberg,W.D. Richter,W.D. Richter,Robert Redford,Yaphet Kotto,Morgan Freeman,Robert Redford,Yaphet Kotto,Jane Alexander,Murray Hamilton,9000000.0,Stuart Rosenberg,37121708.0,7.1,54.0,13212,,1,0,0,1,1980-06-20,131.0,Brubaker,1980-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,28121708.0,26939277.986730274,111114667.90602547,,84175389.91929519
1809,Pieter Jan Brugge,Pieter Jan Brugge,Justin Haythe,Robert Redford,Willem Dafoe,Helen Mirren,Robert Redford,Helen Mirren,Willem Dafoe,Alessandro Nivola,,Pieter Jan Brugge,5763875.0,5.9,60.0,12286,,0,0,1,0,2004-01-01,95.0,The Clearing,2004-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,7527235.238467702,,
1810,Corey Yuen,See-Yuen Ng,Corey Yuen,Kurt McKinney,Jean-Claude Van Damme,J.W. Fails,Kurt McKinney,Jean-Claude Van Damme,J.W. Fails,Kathie Sileno,,Corey Yuen,4662137.0,5.6,nan,13088,,0,0,0,0,1986-05-02,85.0,No Retreat No Surrender,1986-01-01,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,,,10491945.612432739,,
1811,Jack Arnold,Richard Matheson,Richard Matheson,Grant Williams,Randy Stuart,April Kent,Grant Williams,Randy Stuart,April Kent,Paul Langton,750000.0,Jack Arnold,,7.7,nan,13076,,0,0,0,2,1957-02-22,81.0,The Incredible Shrinking Man,1957-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1950,,6585645.208355308,,,
1812,John Waters,John Waters,Edward Furlong,Christina Ricci,Bess Armstrong,Edward Furlong,Christina Ricci,Bess Armstrong,Mark Joy,Mary Kay Place,6000000.0,John Waters,2281761.0,6.4,66.0,12193,,0,0,1,2,1998-09-11,87.0,Pecker,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,-3718239.0,9079376.311861228,3452827.7954547983,,-5626548.516406431
1813,James Isaac,James DeMonaco,Todd Harthan,Jason Behr,Elias Koteas,Rhona Mitra,Jason Behr,Elias Koteas,Rhona Mitra,Natassia Malthe,,James Isaac,1018965.0,4.6,33.0,12122,,0,0,0,0,2006-05-22,110.0,Skinwalkers,2006-01-01,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,1246812.8355674734,,
1814,Jeffrey Blitz,Jeffrey Blitz,Reece Thompson,Anna Kendrick,Nicholas D'Agosto,Nicholas D'Agosto,Anna Kendrick,Utkarsh Ambudkar,Candace Hammer,Margo Martindale,6000000.0,Jeffrey Blitz,712391.0,6.7,73.0,12169,,0,0,7,2,2007-01-19,101.0,Rocket Science,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,-5287609.0,7138044.289676774,847513.0849278545,,-6290531.20474892
1815,Steve Trenbirth,Karl Geurs,Carter Crocker,John Goodman,Haley Joel Osment,Tony Jay,John Goodman,Haley Joel Osment,Mae Whitman,Connor Funk,20000000.0,Steve Trenbirth,135680000.0,5.4,38.0,12749,,0,0,9,1,2003-02-05,72.0,The Jungle Book 2,2003-01-01,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2000,115680000.0,26817920.72966123,181932774.23002177,,155114853.50036055
1816,Stanley Tong,Stanley Tong,Hui-Ling Wang,Bing Shao,Jackie Chan,Weixing Yao,Bing Shao,Jackie Chan,Weixing Yao,Jianzhong Zhang,15000000.0,Stanley Tong,70000000.0,6.2,nan,12593,801793.0,0,0,5,1,2005-09-15,122.0,San wa,2005-01-01,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,55000000.0,18946200.124779828,88415600.58230586,1012728.7091098395,69469400.45752603
1817,Henry Levin,Walter Reisch,Charles Brackett,James Mason,Pat Boone,Arlene Dahl,Pat Boone,James Mason,Arlene Dahl,Diane Baker,3440000.0,Henry Levin,10000000.0,7.1,nan,12857,,3,0,1,0,1959-12-16,132.0,Journey to the Center of the Earth,1959-01-01,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1950,6560000.0,29109480.617495712,84620583.19039452,,55511102.572898805
1818,Michael Crichton,Michael Crichton,Michael Crichton,Sean Connery,Donald Sutherland,Lesley-Anne Down,Sean Connery,Donald Sutherland,Lesley-Anne Down,Alan Webb,6000000.0,Michael Crichton,13027857.0,7.0,68.0,12905,,0,0,1,1,1978-12-14,110.0,The First Great Train Robbery,1978-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,7027857.0,22688002.045104142,49262674.37655406,,26574672.33144991
1819,Michelangelo Antonioni,Michelangelo Antonioni,Tonino Guerra,Monica Vitti,Alain Delon,Francisco Rabal,Alain Delon,Monica Vitti,Francisco Rabal,Lilla Brignone,,Michelangelo Antonioni,,7.9,nan,13406,,0,0,4,1,1962-04-12,126.0,L'eclisse,1962-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,,,,,
1820,Lajos Koltai,Susan Minot,Michael Cunningham,Vanessa Redgrave,Toni Collette,Claire Danes,Claire Danes,Toni Collette,Vanessa Redgrave,Patrick Wilson,,Lajos Koltai,12406646.0,6.5,45.0,12206,,0,0,2,0,2007-06-09,117.0,Evening,2007-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,,,14759864.772390202,,
1821,Sergio Castellitto,Margaret Mazzantini,Sergio Castellitto,Penélope Cruz,Emile Hirsch,Adnan Haskovic,Penélope Cruz,Emile Hirsch,Adnan Haskovic,Saadet Aksoy,10068153.655514251,Sergio Castellitto,14947.0,7.4,34.0,13419,,0,0,7,0,2012-09-13,127.0,Venuto al mondo,2012-01-01,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,-10053206.655514251,10816969.56352537,16058.67864138745,,-10800910.884883983
1822,Jon Amiel,John Collee,Jon Amiel,Paul Bettany,Jennifer Connelly,Ian Kelly,Paul Bettany,Ian Kelly,Guy Henry,Martha West,6006366.748753679,Jon Amiel,340611.0,6.7,51.0,12422,119813.20199411376,0,0,1,0,2009-09-10,108.0,Creation,2009-01-01,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-5665755.748753679,6905962.512519152,391625.569291078,137758.06841097827,-6514336.943228074
1823,Michel Gondry,Michel Gondry,Luc Bossi,Romain Duris,Audrey Tautou,Gad Elmaleh,Romain Duris,Audrey Tautou,Gad Elmaleh,Omar Sy,14618758.174963452,Michel Gondry,303012.0,6.5,54.0,13153,,0,0,9,1,2013-04-24,131.0,L'�cume des jours,2013-01-01,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,-14315746.174963452,15479222.220585123,320847.3679752668,,-15158374.852609856
1824,Neil LaBute,A.S. Byatt,David Henry Hwang,Gwyneth Paltrow,Aaron Eckhart,Jeremy Northam,Gwyneth Paltrow,Aaron Eckhart,Jeremy Northam,Jennifer Ehle,25000000.0,Neil LaBute,10103647.0,6.4,52.0,12051,,0,0,1,0,2002-08-16,102.0,Possession,2002-01-01,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,-14896353.0,34283391.24391939,13855491.323658096,,-20427899.920261294
1825,Kiyoshi Kurosawa,Kiyoshi Kurosawa,Haruhiko Katô,Kumiko Asô,Koyuki,Haruhiko Katô,Kumiko Asô,Koyuki,Kurume Arisaka,Masatoshi Matsuo,,Kiyoshi Kurosawa,49046.0,6.6,70.0,13213,,0,0,3,2,2001-02-03,119.0,Kairo,2001-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,68325.2697951195,,
1826,Richard Loncraine,William Shakespeare,Ian McKellen,Ian McKellen,Annette Bening,Christopher Bowen,Christopher Bowen,Edward Jewesbury,Ian McKellen,Bill Paterson,,Richard Loncraine,2600000.0,7.5,nan,12356,,2,0,10,7,1995-08-20,110.0,Richard III,1995-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,4208724.052107344,,
1827,Robert Duvall,Robert Duvall,Robert Duvall,Todd Allen,Paul Bagget,Todd Allen,Paul Bagget,Lenore Banks,John Beasley,Mary Lynette Braxton,5000000.0,Robert Duvall,20733485.0,7.2,83.0,12129,,1,0,7,13,1997-09-06,134.0,The Apostle,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,15733485.0,7683594.640705307,31861538.845828775,,24177944.20512347
1828,Nikita Mikhalkov,Nikita Mikhalkov,Aleksandr Novototskiy-Vlasov,Sergey Makovetskiy,Sergey Garmash,Apti Magamaev,Sergey Makovetskiy,Nikita Mikhalkov,Sergey Garmash,Valentin Gaft,4000000.0,Nikita Mikhalkov,7537453.0,7.7,72.0,12516,,1,0,7,9,2007-09-07,159.0,12,2007-01-01,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,3537453.0,4758696.1931178495,8967112.22422618,,4208416.031108329
1829,Joseph Ruben,Pierre Jolivet,Olivier Schatzky,Vince Vaughn,Anne Heche,Joaquin Phoenix,Vince Vaughn,Anne Heche,Joaquin Phoenix,David Conrad,,Joseph Ruben,8288513.0,6.9,54.0,12253,,0,0,2,0,1998-08-10,111.0,Return to Paradise,1998-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,,,12542421.432125643,,
1830,Stan Dragoti,Francis Veber,Yves Robert,Tom Hanks,Lori Singer,Dabney Coleman,Tom Hanks,Dabney Coleman,Lori Singer,Charles Durning,16000000.0,Stan Dragoti,8600000.0,5.7,nan,12961,,0,0,0,0,1985-07-19,92.0,The Man with One Red Shoe,1985-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1980,-7400000.0,36690771.603132695,19721289.736683823,,-16969481.86644887
1831,Malcolm D. Lee,Malcolm D. Lee,Malcolm D. Lee,Monica Calhoun,Morris Chestnut,Melissa De Sousa,Monica Calhoun,Morris Chestnut,Melissa De Sousa,Taye Diggs,17000000.0,Malcolm D. Lee,72835710.0,6.7,59.0,12554,,0,0,15,3,2013-11-15,123.0,The Best Man Holiday,2013-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,55835710.0,18000624.581137173,77122839.51826933,,59122214.93713215
1832,Michael Hoffman,Robert Harling,Robert Harling,Sally Field,Kevin Kline,Robert Downey Jr.,Sally Field,Kevin Kline,Robert Downey Jr.,Cathy Moriarty,,Michael Hoffman,36489888.0,6.5,65.0,12488,,0,0,0,0,1991-05-31,97.0,Soapdish,1991-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1990,,,66090124.31648288,,
1833,Damien O'Donnell,Jeffrey Caine,Christian O'Reilly,James McAvoy,Steven Robertson,Romola Garai,Steven Robertson,Alan King,Brenda Fricker,Ruth McCabe,,Damien O'Donnell,21864.0,7.9,59.0,12679,,0,0,8,5,2004-10-10,104.0,Inside I'm Dancing,2004-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,28552.92164626364,,
1834,Neil Jordan,Angela Carter,Neil Jordan,Sarah Patterson,Angela Lansbury,David Warner,Angela Lansbury,David Warner,Graham Crowden,Brian Glover,2000000.0,Neil Jordan,4389334.0,6.8,nan,12544,,0,0,1,10,1984-07-01,95.0,The Company of Wolves,1984-01-01,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,2389334.0,4748961.9781001,10422390.137591014,,5673428.159490912
1835,Nicholas Meyer,Karl Alexander,Steve Hayes,Malcolm McDowell,Mary Steenburgen,David Warner,Malcolm McDowell,David Warner,Mary Steenburgen,Charles Cioffi,,Nicholas Meyer,,7.2,nan,12965,,0,0,7,7,1979-09-07,112.0,Time After Time,1979-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,,,,,
1836,Charles Chaplin,Charles Chaplin,Orson Welles,Charles Chaplin,Mady Correll,Allison Roddan,Charles Chaplin,Mady Correll,Allison Roddan,Robert Lewis,2000000.0,Charles Chaplin,1500000.0,8.0,nan,12913,,1,0,0,5,1947-04-11,124.0,Monsieur Verdoux,1947-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1940,-500000.0,22098006.718924973,16573505.039193729,,-5524501.679731243
1837,Francine McDougall,Mandy Nelson,Marla Sokoloff,Marley Shelton,Melissa George,Marla Sokoloff,Marley Shelton,Melissa George,Mena Suvari,Rachel Blanchard,11000000.0,Francine McDougall,13276953.0,5.6,48.0,12147,,0,0,0,0,2001-01-24,81.0,Sugar & Spice,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2000,2276953.0,15323940.132657392,18495930.265100542,,3171990.13244315
1838,Roberto Benigni,Roberto Benigni,Vincenzo Cerami,Roberto Benigni,Jean Reno,Nicoletta Braschi,Roberto Benigni,Jean Reno,Nicoletta Braschi,Tom Waits,35000000.0,Roberto Benigni,24000000.0,7.2,22.0,12297,1116727.0,0,0,10,5,2005-10-14,114.0,La tigre e la neve,2005-01-01,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2000,-11000000.0,44207800.29115293,30313920.199647725,1410515.548449667,-13893880.091505207
1839,Colin Minihan,Colin Minihan,Stuart Ortiz,Brittany Allen,Freddie Stroma,Jesse Moss,Brittany Allen,Freddie Stroma,Melanie Papalia,Jesse Moss,,Colin Minihan,,5.0,38.0,12824,,0,0,3,1,2014-04-18,101.0,Extraterrestrial,2014-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2010,,,,,
1840,Lewis Milestone,Carol Reed,Charles Lederer,Charles Nordhoff,Marlon Brando,Trevor Howard,Richard Harris,Marlon Brando,Trevor Howard,Richard Harris,19000000.0,Carol Reed Lewis Milestone,13680000.0,7.2,nan,12636,,7,0,6,3,1962-11-08,178.0,Mutiny on the Bounty,1962-01-01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1960,-5320000.0,154932595.04132232,111551468.42975207,,-43381126.61157025
1841,Henrik Ruben Genz,Marcus Sakey,Kelly Masterson,James Franco,Kate Hudson,Tom Wilkinson,Sam Spruell,Michael Fox,Diarmaid Murtagh,Francis Magee,,Henrik Ruben Genz,,5.5,42.0,13217,,0,0,0,0,2014-08-12,90.0,Good People,2014-01-01,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2010,,,,,
1842,Jerry Schatzberg,James Mills,Joan Didion,Al Pacino,Kitty Winn,Alan Vint,Al Pacino,Kitty Winn,Alan Vint,Richard Bright,1645000.0,Jerry Schatzberg,,7.1,nan,13240,,0,0,1,1,1971-05-21,110.0,The Panic in Needle Park,1971-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1970,,10021086.765999498,,,
1843,Paolo Sorrentino,Paolo Sorrentino,Toni Servillo,Anna Bonaiuto,Giulio Bosetti,Toni Servillo,Anna Bonaiuto,Giulio Bosetti,Flavio Bucci,Carlo Buccirosso,3611251.900658895,Paolo Sorrentino,11260366.0,7.3,81.0,13162,628203.2437911809,1,0,36,30,2008-05-23,110.0,Il divo - La spettacolare vita di Giulio Andreotti,2008-01-01,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2000,7649114.099341106,4137473.439800886,12901195.07834289,719743.2656272294,8763721.638542004
1844,Neil LaBute,Neil LaBute,Neil LaBute,Aaron Eckhart,Matt Malloy,Stacy Edwards,Aaron Eckhart,Stacy Edwards,Matt Malloy,Michael Martin,25000.0,Neil LaBute,2856622.0,7.3,81.0,12074,,0,0,12,14,1997-01-19,97.0,In the Company of Men,1997-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1990,2831622.0,38417.97320352653,4389825.097944175,,4351407.124740649
1845,Juan José Campanella,Juan José Campanella,Fernando Castets,Ricardo Darín,Héctor Alterio,Norma Aleandro,Ricardo Darín,Héctor Alterio,Norma Aleandro,Eduardo Blanco,,Juan Jos� Campanella,624153.0,7.9,68.0,12779,,1,0,10,34,2001-08-16,123.0,El hijo de la novia,2001-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2000,,,869498.4732380463,,
1846,Richard Tuggle,Richard Tuggle,Clint Eastwood,Geneviève Bujold,Dan Hedaya,Clint Eastwood,Geneviève Bujold,Dan Hedaya,Alison Eastwood,Jenny Beck,,Richard Tuggle,48143579.0,6.3,nan,12815,,0,0,1,0,1984-08-17,114.0,Tightrope,1984-01-01,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1980,,,114316013.08032921,,
